B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
28.650000000000002,1070.2,813.64,128.88,702.91,1410.1,440.62,8172.89,30.0,52.46
30.394,727.42,760.38,111.048,910.15,1325.36,495.57,7738.6,25.0,49.31
34.63,235.0,824.99,256.6,438.42,877.48,163.59,5771.09,25.0,18.11
34.63,397.31000000000006,983.43,242.6,439.76,857.39,167.24,6564.19,25.0,20.08
34.63,363.9,740.74,246.2,614.79,840.47,186.0,6332.21,28.0,19.56
78.27800000000002,322.09000000000003,928.44,239.8,537.18,1074.7,356.97,7426.08,27.0,23.7
63.25800000000001,680.88,796.18,236.8,600.92,1097.21,373.57,8441.71,26.5,27.78
60.022,546.13,797.92,225.6,659.43,1153.04,441.8,9030.87,26.0,26.5
31.684,1060.05,41.620000000000005,181.402,738.76,1400.25,589.63,9477.76,31.0,37.8
29.664,1485.94,1159.34,122.554,836.55,1462.6,610.55,11015.62,26.0,43.48
30.96,1403.82,199.89,194.09000000000003,884.15,1463.04,719.02,10835.64,28.0,41.74
78.27800000000002,520.79,763.44,229.20000000000002,593.45,934.3,360.24,7309.47,27.0,23.87
77.492,766.23,883.48,227.8,662.07,994.85,376.61,8387.49,32.0,27.81
60.022,675.47,887.84,225.6,624.03,995.81,451.2,8406.11,26.0,28.68
77.492,456.74,935.42,227.8,519.06,926.73,397.24,7732.08,27.0,24.12
63.25800000000001,637.22,919.27,225.6,589.68,971.9,408.76,9201.6,27.0,27.43
60.12,531.14,921.45,224.0,469.93999999999994,992.8700000000001,494.9,9329.99,30.0,26.39
60.022,606.88,861.21,181.0,639.43,1168.39,429.37,8463.83,27.0,24.3
30.951999999999998,914.54,764.75,182.938,635.4,1179.06,439.14,9517.67,27.0,28.05
47.980000000000004,665.76,769.99,277.0,2726.35,1187.17,524.49,9608.67,25.0,26.02
78.27800000000002,317.24,778.28,232.0,475.7,947.3,389.06,7326.43,28.0,23.42
78.27800000000002,504.93,886.97,350.0,517.02,988.64,391.5,8520.9,30.0,26.58
65.50600000000001,463.71,816.26,179.0,1447.78,982.75,474.47,8650.37,27.0,25.95
34.402,1521.61,303.68999999999994,287.0,1080.08,1668.02,749.32,10477.55,32.0,42.75
30.588,1931.37,1190.34,166.46,1073.75,1701.08,770.98,11940.64,29.0,49.84
34.402,1892.25,409.06,288.0,1650.25,1732.8,944.8800000000001,12369.65,27.0,48.59
60.022,706.82,869.94,225.6,684.67,1156.46,436.66,8319.74,31.0,26.07
33.234,1082.5,844.19,132.224,997.6,1263.71,490.7,10128.58,28.0,31.97
33.234,945.56,897.01,132.224,1045.75,1234.91,566.41,9834.4,24.0,30.43
32.834,847.2,295.83000000000004,178.0,817.95,1181.37,572.04,7007.72,29.0,34.11
35.106,1230.05,251.09000000000003,154.578,1082.29,1237.18,621.67,8418.52,28.0,40.42
33.862,1134.82,331.02,173.976,1059.68,1222.37,717.47,8271.08,30.0,38.95
33.076,793.53,90.77999999999997,194.002,667.98,1020.3,481.56,8357.33,28.0,30.92
35.332,1224.91,151.85000000000002,112.226,940.74,1061.52,514.2,9904.84,27.0,36.25
35.332,942.59,256.0,143.626,846.95,976.86,570.11,9285.89,26.0,34.66
9.994,665.75,774.79,113.188,199.64,918.71,273.65,3221.1700000000005,5.440000000000001,34.98
15.298,768.03,104.65999999999997,147.168,220.76,845.73,288.87,3722.97,5.32,36.84
10.66,1035.92,260.14,147.708,581.68,875.56,279.42,3757.6,4.82,35.1
15.298,488.42,2.82000000000005,147.96800000000002,53.08000000000004,799.27,293.12,3580.72,9.4,35.45
15.298,684.07,217.67999999999995,113.188,193.55,816.78,302.54,3756.43,9.49,40.11
14.203999999999999,866.61,367.78,113.188,343.09,742.54,290.09,3874.31,8.61,34.72
10.186,502.53,701.46,113.188,194.23000000000002,760.48,331.56,4471.12,4.99,35.12
15.298,875.79,212.41999999999996,113.196,281.57,712.49,328.8,4180.4,4.780000000000001,36.79
15.298,891.81,412.79,113.188,511.69,719.61,328.25,4157.23,5.5,36.37
