B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
45.955778370648034,727.42,760.38,277.5020679312392,910.15,1325.36,495.57,7738.6,25.0,49.31
41.52846711523402,235.0,824.99,299.00203822508036,438.42,877.48,163.59,5771.09,25.0,18.11
41.43780815982613,397.31,983.43,278.6586182969542,439.76,857.39,167.24,6564.19,25.0,20.08
46.96706149194796,363.9,740.74,307.23758992340277,614.79,840.47,186.0,6332.21,28.0,19.56
48.55757323204098,322.09,928.44,309.0572370069206,537.18,1074.7,356.97,7426.08,27.0,23.7
48.099416114603926,680.88,796.18,264.85684714620066,600.92,1097.21,373.57,8441.71,26.5,27.78
51.95898228000168,546.13,797.92,278.3138207140707,659.43,1153.04,441.8,9030.87,26.0,26.5
54.80942861959922,1060.05,41.62,267.4314929338344,738.76,1400.25,589.63,9477.76,31.0,37.8
49.56503152152656,1485.94,1159.34,174.093989746089,836.55,1462.6,610.55,11015.62,26.0,43.48
55.239582833045006,1403.82,199.89,200.84304222833237,884.15,1463.04,719.02,10835.64,28.0,41.74
47.8225202330098,520.79,763.44,278.8718113203966,593.45,934.3,360.24,7309.47,27.0,23.87
52.7421092189347,766.23,883.48,290.7491999857805,662.07,994.85,376.61,8387.49,32.0,27.81
48.474961004392995,675.47,887.84,254.9268935888643,624.03,995.81,451.2,8406.11,26.0,28.68
48.25237340970902,456.74,935.42,284.4209999445275,519.06,926.73,397.24,7732.08,27.0,24.12
50.60924817603944,637.22,919.27,268.83628764392137,589.68,971.9,408.76,9201.6,27.0,27.43
53.70476304041496,531.14,921.45,299.5957255041037,469.94,992.87,494.9,9329.99,30.0,26.39
44.9900569227363,606.88,861.21,181.0,639.43,1168.39,429.37,8463.83,27.0,24.3
50.467459161124026,914.54,764.75,238.86771674076982,635.4,1179.06,439.14,9517.67,27.0,28.05
83.04358850171279,665.76,769.99,277.0,2726.35,1187.17,524.49,9608.67,25.0,26.02
43.679161077910194,317.24,778.28,232.0,475.7,947.3,389.06,7326.43,28.0,23.42
54.3774362541657,504.93,886.97,350.0,517.02,988.64,391.5,8520.9,30.0,26.58
56.73416604641979,463.71,816.26,179.0,1447.78,982.75,474.47,8650.37,27.0,25.95
64.21753097398505,1521.61,303.69,287.0,1080.08,1668.02,749.32,10477.55,32.0,42.75
54.767329011597084,1931.37,1190.34,146.70648434414267,1073.75,1701.08,770.98,11940.64,29.0,49.84
75.89223077949451,1892.25,409.06,288.0,1650.25,1732.8,944.88,12369.65,27.0,48.59
53.72824335205644,706.82,869.94,291.471430843206,684.67,1156.46,436.66,8319.74,31.0,26.07
56.342787856482815,1082.5,844.19,233.0862974657598,997.6,1263.71,490.7,10128.58,28.0,31.97
55.178448734722494,945.56,897.01,214.49819212892413,1045.75,1234.91,566.41,9834.4,24.0,30.43
44.890983283650584,847.2,295.83,178.0,817.95,1181.37,572.04,7007.72,29.0,34.11
53.0740285630051,1230.05,251.09,217.54554613036214,1082.29,1237.18,621.67,8418.52,28.0,40.42
56.140875738859464,1134.82,331.02,236.93202298025972,1059.68,1222.37,717.47,8271.08,30.0,38.95
50.833241399848504,793.53,90.78,262.842563281585,667.98,1020.3,481.56,8357.33,28.0,30.92
53.281989432948635,1224.91,151.85,208.22779727507822,940.74,1061.52,514.2,9904.84,27.0,36.25
52.60187531139117,942.59,256.0,228.59998307830756,846.95,976.86,570.11,9285.89,26.0,34.66
10.014726509287781,665.75,774.79,100.86983200698286,199.64,918.71,273.65,3221.17,5.44,34.98
11.261330137145478,768.03,104.66,92.16085521842804,220.76,845.73,288.87,3722.97,5.32,36.84
10.66,1035.92,260.14,39.03056255601366,581.68,875.56,279.42,3757.6,4.82,35.1
14.503706124299992,488.42,2.82,156.56057817289678,53.08,799.27,293.12,3580.72,9.4,35.45
14.284634887708394,684.07,217.68,136.3262637797001,193.55,816.78,302.54,3756.43,9.49,40.11
15.522554361274489,866.61,367.78,96.68456425781953,343.09,742.54,290.09,3874.31,8.61,34.72
14.19715161636694,502.53,701.46,115.50095142544721,194.23,760.48,331.56,4471.12,4.99,35.12
12.16168163540723,875.79,212.42,67.52532159215431,281.57,712.49,328.8,4180.4,4.78,36.79
15.785319377583367,891.81,412.79,71.42167483003014,511.69,719.61,328.25,4157.23,5.5,36.37
15.691400244913584,437.83,728.08,113.52779860937983,241.16,708.15,292.15,3954.45,5.0,26.74
17.46373718486424,803.81,214.21,79.94988286748406,406.22,763.61,313.03,4424.46,5.74,29.43
5.285348032601094,1234.99,411.14,87.31352807075952,496.07,911.22,320.96,4162.04,6.8,73.77
27.630963565622014,1101.23,427.53,172.0,495.95,989.72,442.22,6007.81,5.91,36.87
20.378065825248743,1234.11,688.85,44.39075068030702,563.16,950.19,465.86,6077.37,7.33,39.49
18.639628091080038,1372.19,775.28,17.39882332678708,604.3,905.7,465.13,5496.4,6.98,37.71
15.732952048048267,967.58,557.32,55.98041889261144,455.74,677.97,348.22,4566.11,5.56,34.78
18.40186913648247,896.65,544.99,57.79524640989534,542.24,671.18,343.42,4362.66,5.44,28.59
15.622366636327188,1067.67,577.91,36.02857237268624,483.7,772.43,328.83,4131.04,5.4,28.34
15.562663223421556,885.98,480.2,48.51519466072952,406.1,623.38,300.82,3769.06,5.05,23.73
13.173286301178681,846.05,492.28,64.74267775787239,421.93,625.24,297.98,3804.8,4.6,34.57
15.082185466368138,853.43,557.01,52.23128791690219,352.53,621.06,319.78,3859.7,5.06,24.78
3.101501361858171,2521.29,640.38,-104.1044387106643,347.87,2800.19,284.64,3651.19,5.5,25.08
22.524311886415816,828.05,683.43,177.0,332.43,593.4,296.46,3787.49,5.59,24.99
35.970814445398986,834.78,680.75,361.0,441.08,612.74,292.97,3739.71,5.72,25.18
12.553707643257905,671.32,564.21,51.27768137610323,264.02,492.46,230.23,3382.37,2.83,18.53
15.520891869266563,804.38,592.03,39.261515870327045,499.11,573.59,232.83,3645.11,2.84,19.06
21.963104996108672,758.03,610.38,179.0,300.48,556.65,243.4,3629.13,2.87,19.27
13.120172652332013,854.24,756.78,52.300130664295494,387.6,597.12,251.39,3825.11,4.37,27.8
14.535195570300576,924.9,769.78,37.84750603963677,386.28,641.65,257.08,4000.37,4.53,22.04
14.468044286322876,876.48,773.24,42.52535814058332,395.88,600.68,249.34,3829.76,4.43,21.99
20.53,1070.15,689.58,74.94919210669273,748.71,2511.46,338.8,5637.97,3.96,26.82
20.84,1078.85,753.91,74.68299006809686,739.14,2435.7,338.88,5614.34,3.97,27.39
148.4952666573958,1239.790755636416,790.94,214.40741450743525,9135.25,11.63,394.0,23.88,24.0,27.0
21.19,1152.62,1133.02,24.83,759.31,2308.48,342.02,6092.35,6.43,27.92
20.37,1141.22,1182.21,27.14,751.71,2306.34,342.37,6099.33,6.46,28.4
21.16,1212.81,1229.95,30.88,780.43,2315.63,349.23,6287.7,6.65,27.84
19.6,1229.0,1016.12,68.89604950592702,653.42,2605.08,201.33,5314.15,3.57,24.22
19.53,1257.57,1029.06,64.67108491369864,632.09,2482.15,202.36,5502.35,3.9,25.07
19.61,1250.62,1038.24,76.33439363511575,640.15,2506.45,201.11,5538.18,3.4,30.69
22.21,1269.44,1109.23,82.25949617990584,695.97,2804.48,261.69,5160.72,4.21,26.91
23.2,1297.23,1194.7,88.21468822082885,689.62,2888.1,263.95,5135.92,4.01,28.41
23.48,1329.54,1278.47,3.32,714.31,2962.79,270.69,5153.39,4.46,27.68
25.2,1595.69,1660.55,50.76,846.51,2998.88,367.72,5733.36,7.69,34.15
28.43,1565.11,1676.18,41.19,879.02,2873.09,366.52,5869.33,6.87,34.84
25.56,1587.82,1727.08,45.95,864.72,3126.81,369.42,5870.26,7.19,34.45
25.79,1515.38,1548.5,44.67,727.79,2887.39,318.67,5795.5,7.15,27.16
30.12,1531.72,1552.6,42.53,812.74,2929.56,316.37,5785.85,6.9,26.9
24.92,1481.64,1547.21,38.75,687.5,2971.01,314.06,5701.52,6.45,26.74
23.88,1414.55,1838.01,89.14,833.72,3040.33,348.45,5555.72,8.61,31.72
24.61,1435.09,1849.47,99.48,869.29,2982.44,352.14,5520.12,9.14,32.4
23.78,1424.12,1874.73,99.19,866.25,3123.24,350.11,5479.07,8.98,31.4
23.33,1581.18,1312.68,14.79,601.62,3304.77,235.22,5251.83,4.97,27.14
22.1,1608.48,1300.22,13.52,634.33,3131.1,230.85,5239.69,4.04,27.61
22.68,1588.21,1321.86,17.61,606.78,3358.38,232.44,5267.49,4.43,27.12
32.41,1960.52,2284.09,106.06,1007.25,3898.69,501.73,7428.19,11.08,41.27
31.52,1922.2,2299.83,107.55,974.46,4195.29,493.59,7360.69,11.31,40.68
31.17,1946.79,2320.02,106.93,991.36,3905.12,497.76,7435.78,10.82,40.65
24.91,1581.12,1988.05,90.35,723.39,3833.65,363.7,5741.51,7.81,38.35
24.06,1581.56,2008.49,84.91,686.47,4097.38,368.94,5712.18,7.35,39.15
27.06,1614.31,2045.46,95.64,738.05,4196.0,368.07,5752.68,8.26,39.01
22.34,1501.58,2090.9,50.51,657.48,3383.39,351.24,5089.92,5.39,36.72
21.55,1560.78,2107.07,57.32,676.8,3437.71,352.27,5085.76,6.01,37.36
21.74,1563.82,2174.38,61.81,682.14,3376.96,360.97,5226.83,6.8,37.52
23.27,1542.6,807.2,21.95,759.1,3331.93,430.26,5869.76,7.74,41.13
21.65,1517.92,876.38,18.72,716.59,3229.01,423.45,5785.02,7.77,40.74
21.83,1510.49,901.95,13.44,710.42,3123.24,428.3,5768.25,7.36,40.21
20.4,1519.15,1030.47,35.73,738.92,3094.65,372.41,5308.49,7.62,40.8
21.62,1566.36,1065.89,27.15,696.38,3038.19,382.31,5436.1,7.6,41.4
20.74,1526.4,1083.62,28.05,676.53,3231.87,378.05,5328.65,7.33,40.86
23.91,1886.67,1549.43,73.68,769.54,3932.99,506.09,6263.14,11.82,67.47
25.15,1892.94,1555.86,77.84,795.55,3877.96,503.75,6333.49,11.95,67.25
24.46,1953.24,1630.31,88.11,811.7,3915.84,516.94,6383.23,12.71,68.59
26.45,1742.86,1485.1,76.22,828.88,3217.58,475.37,6840.89,17.1,42.9
27.57,1757.35,1491.63,70.78,822.49,3264.03,479.41,6909.75,16.65,43.02
27.12,1744.87,1486.72,63.55,816.07,3127.53,476.37,6919.44,16.18,42.39
26.25,1793.16,1612.17,65.18,850.28,3269.75,526.6,6759.92,13.22,50.72
25.44,1732.11,1598.57,66.11,811.32,3247.6,512.97,6545.01,13.22,48.66
26.24,1742.77,1561.57,52.71,838.31,3073.92,507.52,6662.48,12.22,48.11
17.61,1354.26,1407.81,21.46,686.61,984.31,338.97,5248.62,5.52,35.5
18.7,1377.1,1508.85,24.43,711.48,1021.94,356.97,5379.05,6.64,38.0
17.98,1380.82,1522.94,23.64,714.62,1025.26,359.09,5436.12,6.69,37.94
16.9,1439.53,1467.02,19.9,708.67,1062.8,298.76,5135.72,5.71,39.14
16.51,1396.72,1484.25,19.49,704.21,1047.85,297.96,5162.76,5.5,39.66
16.8,1490.53,1503.51,21.44,743.79,1080.01,304.6,5286.09,5.58,39.78
22.61,1942.0,2317.43,115.05,1091.17,3516.32,555.42,6847.11,11.86,50.54
23.97,1974.96,2328.67,111.52,1105.22,3275.47,562.06,6966.18,11.19,50.95
33.8,2024.88,2321.16,115.38,1246.01,3906.55,557.0,6982.57,11.67,51.15
23.29,1770.33,537.48,4.8,731.0,3702.86,335.12,6234.02,6.95,36.21
22.62,1755.59,555.32,6.71,723.26,3801.49,328.91,6147.81,6.42,35.73
22.47,1737.89,564.6,7.8,716.66,3912.27,325.36,6122.05,6.29,35.38
24.66,1994.95,887.64,37.69,854.74,4067.36,484.62,6915.43,6.59,38.59
38.21,2026.33,906.82,41.54,1132.84,4050.92,487.43,7005.92,6.38,39.1
26.74,2017.76,929.99,42.41,910.74,3959.44,490.44,7037.87,6.79,38.65
27.91,2242.36,2309.74,160.41,1259.01,4301.06,561.67,8122.98,14.06,49.8
27.88,2276.23,2316.42,159.92,1242.43,4710.59,564.07,8024.55,14.07,49.66
26.79,2208.1,2322.29,160.86,1212.57,4383.97,559.32,7944.82,14.05,48.97
22.37,1345.39,555.95,24.205147185508494,707.13,1009.02,259.08,5865.67,4.37,29.81
21.37,1368.01,588.85,19.77259122651121,681.3,990.04,260.97,5827.1,4.82,29.61
19.75,1260.2,185.02,25.319865127006565,692.9,977.93,264.93,5657.27,4.98,29.04
18.72,1381.58,275.28,29.416855117378375,602.31,1112.04,198.46,5105.54,4.12,32.04
18.39,1313.38,216.41,27.71491796865665,586.5,1079.91,187.51,4992.23,2.68,30.4
20.15,1389.05,268.38,30.235545269942506,660.97,1117.17,196.96,5132.11,3.85,31.87
14.33,1232.15,259.49,175.0,540.51,1018.29,163.04,4744.59,3.17,26.57
14.59,1255.39,239.89,14.839348710990706,536.78,1023.12,163.17,4768.53,2.64,26.66
16.17,1236.29,230.79,19.02932856915585,597.52,1018.07,162.09,4784.49,2.56,26.25
24.95,1255.81,262.87,42.656002093879906,842.02,1019.42,179.84,4839.54,3.02,27.32
14.71,1237.13,294.04,19.038694043411724,553.75,989.56,182.17,4767.37,3.5,27.58
36.84,1236.08,281.87,99.82752811673414,759.44,1000.23,179.43,4667.24,3.82,27.2
30.09,1227.57,244.08,99.84253807586835,655.22,1057.81,315.17,5423.91,9.45,33.85
20.75,1231.15,250.42,46.36105750577211,622.19,1043.01,315.34,5424.31,5.12,34.34
18.18,1168.68,237.14,43.12168491745565,570.3,984.94,295.65,5129.56,4.88,32.81
15.56,1103.03,296.65,32.49695480887742,583.63,939.69,338.39,5039.5,3.84,34.1
16.14,1094.85,290.39,31.74946766718979,583.62,939.58,339.83,5068.46,3.5,33.09
15.95,1107.48,291.08,30.807577674753915,575.09,925.57,340.54,5033.89,3.73,33.14
20.32,1480.59,728.51,21.81,742.16,3192.56,361.26,5814.99,7.52,37.41
19.25,1453.88,788.42,21.4,691.42,3376.96,358.7,5749.74,7.48,37.0
42.26,1482.42,835.49,19.11,815.66,3152.54,359.02,5791.77,7.0,36.74
22.75,1589.97,954.93,32.99,751.45,3510.61,388.72,6720.93,7.03,34.81
29.1,1524.49,963.43,39.77,757.94,3547.77,376.27,6283.15,7.52,32.64
23.02,1597.57,1025.82,39.75,750.19,3379.1,385.47,6562.84,7.29,33.61
19.37,1488.01,1421.0,72.43,738.8,3543.48,387.69,6007.34,6.49,35.85
18.79,1475.94,1456.57,71.24,733.34,3496.31,384.46,5928.64,6.09,35.32
27.46,1489.56,1485.42,71.81,865.0,3469.87,386.0,5925.79,6.03,35.5
22.19,1514.2,1731.86,70.94,784.43,3396.25,398.12,6267.83,8.82,35.67
20.85,1493.6,1766.55,65.67,689.84,3277.61,396.64,6249.02,8.08,35.47
20.31,1507.13,1797.48,78.79,714.27,3150.4,398.89,6245.9,9.41,35.87
17.49,1545.74,2216.64,70.04,700.7,3382.68,301.86,5442.95,6.53,38.83
17.3,1545.67,2244.36,69.39,685.43,3155.4,304.0,5439.5,6.62,39.06
17.22,1575.51,2257.02,72.03,699.02,3083.22,301.77,5523.53,6.6,39.23
18.41,1532.33,2080.02,61.89,708.46,3086.79,343.12,5541.8,7.45,37.98
17.8,1524.84,2086.0,58.72,710.33,3196.14,343.17,5595.3,7.1,38.44
18.63,1555.53,2112.87,61.67,739.63,3107.52,346.37,5712.3,7.18,38.77
18.4,1536.53,1918.78,62.86,639.03,3239.74,325.01,5536.09,6.27,36.94
17.87,1493.4,1926.44,63.15,634.5,3150.4,324.32,5453.52,5.94,36.94
18.8,1478.96,1951.4,66.95,642.51,3249.03,324.73,5455.08,6.32,37.42
1.15,1462.79,675.48,8.7103034198595,587.29,3053.91,288.97,5331.83,5.5,34.36
0.92,1443.99,725.68,16.792971455327617,597.34,3322.64,286.15,5248.28,5.48,33.78
0.72,1483.46,820.27,6.816831665950346,613.62,3063.2,299.07,5355.64,6.13,35.26
0.6,1562.32,968.66,8.38,597.18,3080.36,287.71,5193.07,4.87,37.93
1.2,1476.86,1001.89,14.96,587.41,3094.65,284.46,5063.72,5.34,38.17
1.26,1591.2,1045.38,15.39,596.0,3007.46,298.65,5336.98,5.43,38.58
0.65,1358.74,1280.03,14.74,587.93,3326.21,306.35,4814.78,5.37,37.27
0.55,1388.58,1312.67,17.55,599.05,2825.92,306.58,4846.49,5.37,37.08
1.17,1366.83,1342.21,20.06,602.49,3219.01,304.51,4797.08,5.39,37.22
0.95,1331.57,1260.31,23.44,601.15,3055.34,358.16,5273.72,6.49,36.83
0.83,1329.43,1277.66,20.65,610.29,3030.33,361.06,5349.31,6.09,36.6
0.87,1377.87,1298.87,24.85,624.89,2988.16,362.42,5409.96,6.78,36.67
3.23,1294.22,1285.31,-44.244738801356974,615.62,1011.36,270.45,5295.89,3.17,30.96
0.62,1282.88,1309.87,-49.2697941673126,589.27,1018.71,271.31,5263.9,3.41,31.72
1.23,1300.65,1315.06,-49.49372711320669,584.5,1004.11,273.64,5307.02,3.51,31.54
0.93,1158.92,1211.35,-44.592766311613104,578.03,920.19,302.62,5133.21,2.86,30.22
1.46,1206.12,1286.59,-47.37318301163556,624.03,985.99,318.57,5438.9,2.97,31.92
3.8,1264.56,1307.55,-42.178251822571454,638.51,991.27,320.33,5470.97,3.39,32.56
1.45,1483.36,1480.45,18.68,609.9,3180.42,351.37,5571.32,4.35,33.65
2.18,1477.36,1503.94,16.82,605.18,3511.32,356.25,5580.26,4.39,33.93
0.95,1474.59,1506.16,18.51,612.69,3461.29,353.24,5502.64,4.32,34.14
19.57,1495.04,540.94,22.09,638.28,3000.31,290.86,5786.23,9.29,36.5
19.81,1522.34,584.29,23.92,644.44,3003.17,295.21,5877.75,9.36,37.06
19.9,1498.53,594.33,22.92,642.56,2991.73,291.98,5890.15,9.41,37.49
20.28,1652.35,636.33,19.63,648.97,3286.91,280.65,5892.6,5.43,36.3
19.47,1703.66,665.4,23.07,609.19,3221.15,283.69,5927.33,5.85,36.13
20.08,1678.95,701.73,32.23,619.63,3383.39,281.89,5770.64,6.6,36.01
