soil,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
coloma,14.916055,1615.4292,1039.3252,49.867653,621.29535,2547.8328,322.83682,5650.5996,1.4421121,35.95929
coloma,14.468345,1608.5919,1042.4521,48.073944,589.54944,2556.1633,319.97437,5687.651,1.3305135,35.935696
coloma,15.966563,1617.0444,1038.2017,54.590897,695.9775,2545.9548,330.03098,5636.021,1.7269185,36.058777
coloma,15.907136,1625.0455,1040.1669,54.02015,687.7801,2557.5222,328.93765,5637.3726,1.657643,36.152348
coloma,16.091282,1644.1892,1046.3445,53.602947,675.1047,2605.4915,327.36542,5668.3545,1.4992574,36.491253
coloma,15.071493,1612.645,1037.3936,50.98858,643.1719,2532.9172,324.96722,5628.661,1.5432669,35.88972
coloma,15.303772,1616.9199,1038.5872,51.833107,656.3851,2541.747,326.2564,5637.255,1.582742,35.9949
coloma,15.410699,1615.9756,1038.5984,52.34081,663.7891,2541.6033,327.06082,5637.2256,1.6135997,35.99191
coloma,14.95254,1664.7405,1058.6608,47.56513,599.5954,2622.2246,320.03525,5668.6904,1.1691886,36.818737
coloma,14.948145,1666.292,1059.3636,47.51314,599.111,2625.3967,319.97208,5669.6543,1.162469,36.842293
coloma,8.047211,1082.4312,966.4555,36.60044,477.59848,1634.5585,327.35617,5742.8696,6.1350074,27.616314
coloma,14.538328,1661.8096,1060.9982,46.27607,582.3241,2620.7244,318.68817,5685.8467,1.1302593,36.798363
coloma,14.511848,1661.989,1061.4504,46.15869,580.6605,2622.065,318.49234,5687.9497,1.1232138,36.80832
coloma,14.439515,1664.0221,1062.4778,45.796597,575.9576,2625.9585,318.00375,5692.022,1.1033599,36.843506
coloma,16.104395,1687.7572,1068.48,51.481056,658.5721,2680.3052,325.86496,5711.33,1.2542529,37.33371
coloma,15.928784,1684.6884,1067.2412,50.94513,650.57697,2673.6875,325.166,5707.042,1.2420747,37.266815
coloma,15.700467,1687.8156,1068.0061,49.835033,634.615,2674.7537,323.5687,5701.3115,1.1810428,37.263855
coloma,15.682244,1688.393,1069.561,49.62484,632.72015,2675.234,323.32175,5707.1094,1.1792051,37.30733
coloma,15.624083,1691.9386,1071.3495,49.238667,627.86176,2680.6309,322.8261,5711.052,1.1525201,37.359848
coloma,15.563496,1691.2543,1071.8579,49.0186,625.3042,2679.9233,322.62524,5715.1494,1.1485517,37.36069
coloma,14.254502,1685.799,1072.2286,44.082714,554.85187,2660.7522,315.70706,5705.727,0.97549963,37.150734
coloma,14.232485,1687.2021,1073.3484,43.96965,553.85693,2662.4116,315.6907,5704.4033,0.96784645,37.176846
coloma,14.206703,1687.2876,1073.8448,43.802124,551.6844,2663.7046,315.38977,5710.975,0.9609167,37.190994
coloma,14.825065,1684.0175,1071.4092,46.53039,589.4118,2666.2078,319.42126,5718.213,1.0783015,37.210236
coloma,14.883876,1687.5735,1073.1758,46.619026,591.61334,2671.5369,319.72903,5721.023,1.074217,37.271133
coloma,14.966529,1686.5563,1072.2759,46.931057,595.5758,2671.564,319.9427,5722.034,1.0858402,37.268703
coloma,14.368677,1678.537,1072.2439,44.858032,564.63086,2655.982,316.91937,5717.7065,1.0265052,37.089745
coloma,14.275976,1677.2417,1071.5991,44.567158,559.9713,2652.8792,316.47723,5714.778,1.0191382,37.048485
coloma,14.346027,1677.2007,1072.4926,44.754044,563.1416,2654.6267,316.75198,5719.6167,1.0265801,37.072285
coloma,15.697318,1699.3563,1074.5941,49.172573,628.37616,2694.4277,322.99576,5729.603,1.1295892,37.497112
coloma,15.782849,1702.3251,1074.9653,49.37953,631.4355,2699.2964,323.19974,5727.1357,1.1279148,37.531902
coloma,15.765146,1702.463,1075.7484,49.25314,629.823,2700.2578,323.09592,5732.8667,1.1223646,37.551018
coloma,11.813412,1646.1407,1075.7225,35.573757,436.48856,2593.137,301.78256,5717.0815,0.7505802,36.55906
coloma,11.867107,1645.0077,1076.1666,35.65925,438.1614,2591.61,301.8516,5718.47,0.754001,36.556545
coloma,11.84997,1646.0708,1075.9827,35.69594,438.29733,2594.6758,301.9546,5718.271,0.75407404,36.565697
coloma,13.897606,1688.1512,1077.9934,42.218277,529.3405,2663.6362,312.4458,5725.176,0.89519054,37.18411
coloma,13.849608,1688.5009,1079.1416,41.84212,524.72894,2664.3308,311.67188,5726.393,0.8777095,37.189964
coloma,13.737946,1686.4326,1079.5374,41.504467,519.9203,2660.2246,311.2564,5727.735,0.87275994,37.158688
coloma,14.384918,1690.9628,1078.7231,44.159664,558.4595,2674.199,315.55197,5724.2285,0.96401274,37.28949
coloma,14.281054,1689.953,1078.3218,43.787792,553.01715,2671.4216,314.93,5722.564,0.95314574,37.252987
coloma,14.010753,1681.6207,1077.4221,43.10865,542.817,2659.1677,313.92816,5722.547,0.94872767,37.138733
coloma,13.36554,1657.8041,1058.4175,41.271767,510.42953,2593.4883,310.24014,5657.498,0.92976755,36.568916
coloma,13.422092,1656.4346,1058.1384,41.585396,514.8298,2593.3276,310.76505,5658.379,0.9461846,36.560696
coloma,13.467792,1657.9794,1058.4044,41.731667,517.1772,2595.971,310.96515,5657.795,0.9493003,36.586384
coloma,13.907821,1668.1228,1061.3868,43.1936,537.6271,2618.5483,313.36316,5667.457,0.97685003,36.751236
coloma,13.757904,1666.8938,1061.2264,42.68351,530.91473,2614.8682,312.61334,5664.681,0.96235394,36.724182
coloma,13.914353,1671.2943,1063.0195,43.070118,536.7243,2623.8018,313.1799,5671.5386,0.96399945,36.81418
coloma,10.170741,1564.8245,1054.357,31.61522,375.64145,2444.3503,293.7967,5663.212,0.74157137,35.162426
coloma,10.164747,1565.047,1054.5927,31.61953,375.69943,2444.4475,293.9091,5663.0376,0.7422921,35.164074
coloma,9.852126,1552.0826,1053.1042,30.721088,363.4113,2423.6978,292.19638,5661.8105,0.7325245,34.96389
coloma,11.188989,1568.7737,1048.7446,36.045456,436.238,2449.2563,303.61847,5665.298,0.95987505,35.240788
coloma,11.248268,1575.652,1050.6958,36.044914,436.77792,2460.7126,303.5563,5668.298,0.9408521,35.35698
coloma,11.342864,1578.7101,1050.5878,36.369907,441.3622,2465.2468,304.0724,5665.8745,0.9491462,35.39465
coloma,11.032655,1591.1143,1056.386,34.51974,416.3583,2488.591,299.98642,5670.6777,0.8258583,35.592808
coloma,11.339635,1597.8756,1056.688,35.495117,429.79718,2501.1558,301.74286,5672.248,0.8514969,35.707027
coloma,11.4871435,1606.1545,1057.3622,35.89412,435.65155,2512.6963,302.33105,5668.93,0.85073286,35.81471
coloma,14.0389,1646.8894,1054.5895,45.46108,567.7823,2587.8645,316.8054,5657.0244,1.150622,36.39708
coloma,13.503832,1632.4147,1053.1361,43.9197,545.4342,2562.6047,314.8009,5656.446,1.1303219,36.167934
coloma,13.449618,1630.715,1052.8379,43.768826,543.2962,2559.9158,314.58624,5656.707,1.1291101,36.14234
coloma,13.985903,1645.5333,1055.4506,45.345413,566.31213,2588.8684,316.79913,5657.216,1.1430911,36.378147
coloma,13.934951,1643.2207,1055.3643,45.229397,564.6567,2585.6875,316.67007,5657.75,1.1435406,36.35009
coloma,13.872816,1646.8884,1056.3909,44.82322,559.209,2591.3315,315.98788,5658.6353,1.1149385,36.397514
coloma,10.869765,1605.5123,1067.9906,33.151287,399.0781,2531.121,296.65927,5701.2954,0.73634046,35.907413
coloma,10.819412,1607.7235,1068.4874,32.994587,396.8885,2533.9612,296.3295,5699.253,0.72665334,35.92625
coloma,11.003902,1628.1653,1074.8871,33.00694,399.80722,2561.1018,296.89896,5706.588,0.6908441,36.24853
coloma,14.051499,1669.2699,1060.9027,43.517853,542.5366,2618.333,313.91837,5674.107,0.9821733,36.80936
coloma,14.22795,1674.556,1062.5636,43.972347,549.2126,2628.7935,314.5848,5679.553,0.983793,36.904152
coloma,14.303382,1676.1901,1063.347,44.185177,552.27423,2632.7527,314.91797,5684.4043,0.986637,36.943707
coloma,13.08513,1677.237,1066.5688,39.200813,484.3162,2624.263,306.85074,5679.011,0.8039366,36.85898
coloma,13.148556,1686.2043,1071.2174,39.116386,484.6282,2638.2927,307.28494,5681.147,0.78740317,36.98046
coloma,13.007197,1677.254,1067.0426,38.938713,480.8555,2624.2617,306.5424,5678.8843,0.79647154,36.850925
coloma,10.377594,1605.4701,1070.1814,31.072155,371.76004,2528.3315,292.8559,5712.9385,0.6562988,35.910305
coloma,10.41877,1609.1472,1071.655,30.966572,371.39822,2533.8992,292.6827,5714.081,0.64335126,35.975407
coloma,10.4908495,1607.1377,1070.5435,31.408394,376.51022,2532.161,293.50583,5714.924,0.66462255,35.946327
coloma,14.62,1646.9708,1048.998,47.741188,599.2779,2578.8936,320.05872,5634.784,1.249713,36.34866
coloma,14.57857,1644.8549,1048.1996,47.694107,598.4451,2574.958,319.99768,5634.5747,1.2575163,36.31116
coloma,14.255431,1619.4963,1038.6935,47.31276,591.0026,2523.4797,319.59662,5612.358,1.3333365,35.868065
coloma,14.881461,1640.3429,1044.8496,49.032326,615.039,2567.341,321.57498,5622.973,1.3209736,36.231743
coloma,15.260837,1648.5831,1047.2196,50.18885,631.4691,2585.3745,322.97736,5631.123,1.3387474,36.40315
coloma,14.940984,1643.448,1046.1263,49.141014,616.9543,2573.2212,321.76453,5625.803,1.3144532,36.28974
coloma,15.625029,1654.7783,1051.3391,51.180252,641.19745,2616.2703,324.42828,5674.663,1.32672,36.630505
coloma,15.684604,1649.171,1046.7632,52.005512,657.272,2591.4504,325.4663,5636.154,1.4247651,36.448948
coloma,15.721795,1649.7622,1047.3396,52.145443,659.6479,2592.6313,325.76782,5636.9585,1.4301844,36.464993
coloma,15.533058,1650.4,1049.3402,51.35643,650.04755,2590.6943,325.22607,5635.7944,1.3975503,36.469322
coloma,15.444004,1643.3496,1044.9695,51.26675,646.7913,2578.3875,324.60254,5629.123,1.4173638,36.329582
coloma,15.438406,1644.4406,1050.4543,51.34584,651.01587,2579.9382,325.96838,5639.5767,1.4289513,36.41565
coloma,13.026319,1570.1803,1029.2664,44.14967,547.308,2432.6772,316.97784,5599.6475,1.3853978,35.086094
coloma,13.75262,1612.6952,1037.6685,45.40042,563.1856,2507.8745,316.59482,5605.668,1.2611748,35.72563
coloma,14.038093,1612.6041,1037.0319,46.57162,579.6081,2511.3284,318.39774,5606.1904,1.3174069,35.747986
