id,soil,sample,rep,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
711,yenter,16,3,0,0,931.05,0,11256.99,3297.63,105,8328,22,17
712,yenter,17,1,0,0,947.64,0,13884.25,3908.69,157,10109,29,23
713,yenter,17,2,0,0,837.21,0,11667.89,3148.97,117,8248,27,22
714,yenter,17,3,0,0,1023.16,0,13991.34,3852.95,187,10188,22,24
715,yenter,18,1,0,0,976.89,0,14295.98,3384.82,178,10214,23,23
716,yenter,18,2,0,0,773.48,0,11303.75,2651.54,124.33,8403.33,23.67,23.33
717,yenter,18,3,0,0,1060.7,0,14075.18,3407.69,132,10130,20,21
718,yenter,19,1,0,0,1026.65,0,12791.01,3536.34,157,9133,22,18
719,yenter,19,2,0,0,1134.46,0,13949.83,3824.12,148.67,9865,23.33,18
720,yenter,19,3,0,0,1042.8,0,13414.42,3806.49,139,10221,26,21
721,yenter,20,1,0,0,1112.64,0,13180.33,3486.31,131,9152,27,19
722,yenter,20,2,0,0,1125.3,0,13010.99,3304.77,149,9017,24,19
723,yenter,20,3,0,0,1185.97,0,12733.73,3430.56,144,9385,28,24
724,yenter,21,1,0,0,1253.19,0,13871.8,3556.35,189,9171,27,25
725,yenter,21,2,0,0,1106.96,0,13405.28,3569.21,183,9166,23,23
726,yenter,21,3,0,0,1231.8,0,13624.43,3562.06,185,8943,21,24
727,yenter,22,1,0,0,1083.39,0,12508.78,3416.27,218,9031,27,24
728,yenter,22,2,0,0,1160.65,0,12978.61,3493.45,184,9219,23,26
729,yenter,22,3,0,0,1165.46,0,13628.58,3636.39,222,9693,26,22
730,yenter,23,1,0,0,1025.34,0,12605.07,3341.22,194,8212,25,22
731,yenter,23,2,0,0,1068.12,0,12587.64,3261.89,228,8158,27,22
732,yenter,23,3,0,0,1142.32,0,12526.21,3251.17,206,8713,24,25
733,yenter,24,1,0,0,1106.09,0,12825.88,3664.27,164,8113,27,25
734,yenter,24,2,0,0,1141.01,0,12598.43,3448.43,182,8364,25,22
735,yenter,24,3,0,0,1119.62,0,12582.66,3515.61,182,8323,23,24
736,yenter,25,1,0,0,974.27,0,11820.62,3056.77,222,8809,25,22
737,yenter,25,2,0,0,958.55,0,11912.77,3056.77,230,8485,29,22
738,yenter,25,3,0,0,912.29,0,12690.57,3202.57,239,8977,29,25
739,yenter,26,1,0,0,977.32,0,12511.27,3528.47,190,8725,30,25
740,yenter,26,2,0,0,1120.06,0,12578.51,3354.8,197,8841,21,28
741,yenter,26,3,0,0,1025.34,0,12541.15,3404.83,175,8369,24,26
742,yenter,27,1,0,0,1120.06,0,12578.51,3354.8,197,8841,21,28
743,yenter,27,2,0,0,1110.46,0,13071.58,3665.7,208,8476,21,24
744,yenter,27,3,0,0,1084.27,0,12649.06,3559.21,194,8474,23,21
745,yenter,28,1,0,0,1010.21,0,12143.81,3374.58,235.67,9053.33,26.33,23.67
746,yenter,28,2,0,0,903.12,0,12224.05,3152.54,225,8953,22,30
747,yenter,28,3,0,0,989.11,0,12204.13,3315.49,239,9384,28,25
748,yenter,29,1,0,0,983,0,12387.58,3436.99,245,9180,21,24
749,yenter,29,2,0,0,1051.09,0,13006.84,3450.57,271,9013,27,25
750,yenter,29,3,0,0,1104.78,0,12717.13,3333.36,255,8994,27,25
751,yenter,30,1,0,0,1073.35,0,11730.14,3186.85,191,9703,23,27
752,yenter,30,2,0,0,993.47,0,12360.19,3237.59,213,9621,30,22
753,yenter,30,3,0,0,943.71,0,12446.52,3426.99,222,9857,22,24
754,yenter,31,1,0,0,986.49,0,12606.73,3561.35,246,9464,27,28
755,yenter,31,2,0,0,1064.19,0,12508.78,3469.87,234,9330,26,26
756,yenter,31,3,0,0,910.98,0,12453.99,3542.77,240,9013,26,26
757,yenter,32,1,0,0,1228.75,0,13611.98,3619.24,278,9675,22,27
758,yenter,32,2,0,0,1215.65,0,13228.47,3541.34,296,9739,22,30
759,yenter,32,3,0,0,1105.65,0,12813.42,3505.6,229,9579,25,26
760,yenter,33,1,0,0,1142.76,0,13846.07,3737.88,333,10292,24,32
761,yenter,33,2,0,0,1069.86,0,13284.92,3497.74,286,9912,25,29
762,yenter,33,3,0,0,1055.02,0,13558.02,3659.98,313,10090,30,31
763,yenter,34,1,0,0,1141.45,0,13372.91,3493.45,257,9645,28,27
764,yenter,34,2,0,0,1100.42,0,13678.39,3709.29,264,9921,28,27
765,yenter,34,3,0,0,1028.83,0,13185.31,3485.59,290,9599,24,26
766,yenter,35,1,0,0,1120.5,0,12610.88,3576.36,196,9294,23,29
767,yenter,35,2,0,0,1002.2,0,12869.46,3485.59,181.5,9030,27.5,25
768,yenter,35,3,0,0,1042.8,0,12455.65,3420.55,190,9608,22,28
769,yenter,36,1,0,0,996.97,0,12849.12,3502.74,239,8788,22,25
770,yenter,36,2,0,0,982.13,0,12718.79,3557.06,245,8873,23,24
771,yenter,36,3,0,0,973.4,0,12598.43,3288.33,210,8664,25,27
772,yenter,37,1,0,0,1002.64,0,12737.88,3422.7,200,8827,20,26
773,yenter,37,2,0,0,1016.17,0,13865.99,3680.71,268,9023,27,26
774,yenter,37,3,0,0,1028.83,0,13122.22,3557.78,268,9084,24,26
775,yenter,38,1,0,0,973.4,0,11870.43,3287.62,177,8704,24,23
776,yenter,38,2,0,0,1066.37,0,12117.8,3442,188,8534,25,26
777,yenter,38,3,0,0,871.25,0,11989.13,3309.78,180,8635,30,25
778,yenter,39,1,0,0,1068.12,0,12333.63,3517.75,218,8804,30,26
779,yenter,39,2,0,0,919.27,0,12445.69,3392.68,199,8813,22,26
780,yenter,39,3,0,0,1091.25,0,12743.7,3547.77,241,8805,23,25
781,yenter,40,1,0,0,1048.91,0,13104.79,3376.24,230,8903,22,23
782,yenter,40,2,0,0,1027.96,0,12848.29,3359.8,208,9042,24,27
783,yenter,40,3,0,0,983.87,0,12163.46,3253.31,191,8565,20,24
784,yenter,41,1,0,0,1180.73,0,12622.5,3727.88,251,8341,25,25
785,yenter,41,2,0,0,1088.63,0,12799.31,3816.5,263,8643,26,23
786,yenter,41,3,0,0,1017.48,0,12404.18,3499.89,234,8631,23,20
787,yenter,42,1,0,0,1059.39,0,12324.49,3259.75,206,8953,27,26
788,yenter,42,2,0,0,979.94,0,12656.53,3399.83,192,8986,25,24
789,yenter,42,3,0,0,1073.35,0,12653.21,3397.68,212,8972,19,24
790,yenter,43,1,0,0,1043.67,0,13064.94,3442.71,211,8444,24,23
791,yenter,43,2,0,0,1099.98,0,13628.58,3556.35,207,8892,22,22
792,yenter,43,3,0,0,1207.8,0,13271.64,3396.97,215,9099,23,23
793,yenter,44,1,0,0,1094.31,0,12822.55,3567.78,199,9323,30,30
794,yenter,44,2,0,0,1126.17,0,12694.72,3477.02,206,8936,24,26
795,yenter,44,3,0,0,1096.92,0,12990.23,3822.22,223,9284,32,28
796,yenter,45,1,0,0,1070.3,0,13709.1,3637.82,144,8733,25,20
797,yenter,45,2,0,0,997.4,0,13610.32,3626.39,178,8491,26,23
798,yenter,45,3,0,0,1135.77,0,13787.96,3507.03,130,8532,27,21
799,yenter,46,1,0,0,1160.22,0,12685.59,3304.77,146,8876,28,18
800,yenter,46,2,0,0,1023.16,0,12694.72,3556.35,115,9391,27,22
801,yenter,46,3,0,0,996.53,0,13140.48,3530.62,146,9436,26,21
802,yenter,47,1,0,0,1100.42,0,13820.33,3366.24,177,9931,24,23
803,yenter,47,2,0,0,983.87,0,12903.07,3229.73,168,9799,25,22
804,yenter,47,3,0,0,1033.63,0,13494.94,3337.65,125,9736,25,25
805,yenter,48,1,0,0,884.35,0,13426.04,3763.61,321,10457,24,35
806,yenter,48,2,0,0,979.07,0,13084.04,3719.3,302,10320,27,30
807,yenter,48,3,0,0,980.82,0,13707.44,4000.89,353,10404,30,30
808,yenter,49,1,0,0,1061.57,0,13981.37,3700.72,182,10102,26,28
809,yenter,49,2,0,0,1050.22,0,13542.25,3739.31,216,10540,22,26
810,yenter,49,3,0,0,1070.73,0,13917.46,3709.29,230,10229,26,31
811,yenter,50,1,0,0,1038.87,0,13489.96,3805.06,159,9223,22,26
812,yenter,50,2,0,0,1083.83,0,12845.8,3569.93,164,9385,27,24
813,yenter,50,3,0,0,986.93,0,12796.82,3574.21,166,9252,28,23
814,yenter,51,1,0,0,1028.39,0,13057.47,3435.21,217.5,8981,25.5,25
815,yenter,51,2,0,0,1198.19,0,13155.42,3334.08,187,9029,26,25
816,yenter,51,3,0,0,980.82,0,12723.77,3281.9,218,9156,24,24
817,yenter,52,1,0,0,1128.79,0,12353.55,3367.67,182,8790,24,26
818,yenter,52,2,0,0,1085.14,0,12723.77,3384.82,183,8758,24,23
819,yenter,52,3,0,0,968.59,0,12853.27,3330.5,194,8938,26,25
820,yenter,53,1,0,0,968.16,0,12115.31,3534.19,215,8872,29,24
821,yenter,53,2,0,0,1062.44,0,12214.09,3477.02,245,8804,26,27
822,yenter,53,3,0,0,988.24,0,11822.28,3394.83,211,8974,28,25
823,yenter,54,1,0,0,1237.04,0,12758.64,3581.36,187,9351,26,23
824,yenter,54,2,0,0,1104.35,0,12629.14,3532.76,180,8751,22,19
825,yenter,54,3,0,0,914.47,0,12007.4,3278.33,184,8692,23,26
826,yenter,55,1,0,0,911.41,0,12329.48,3439.85,165,8725,26,25
827,yenter,55,2,0,0,1195.57,0,12073.8,3475.59,145,8783,26,25
828,yenter,55,3,0,0,1207.8,0,12873.19,3621.38,181,8793,27,21
829,yenter,56,1,0,0,1026.21,0,12494.67,3472.73,174,8764,27,21
830,yenter,56,2,0,0,1196.45,0,12741.2,3425.56,156,8884,24,23
831,yenter,56,3,0,0,1039.31,0,12856.59,3341.22,165,9007,26,23
832,yenter,57,1,0,0,961.61,0,10791.3,2825.21,146,10250,29,27
833,yenter,57,2,0,0,1058.95,0,12545.3,3488.45,161,11427,29,27
834,yenter,57,3,0,0,1022.28,0,11704.41,3181.13,148,10963,30,25
835,yenter,58,1,0,0,1006.57,0,12207.45,3369.1,147,8811,27,25
836,yenter,58,2,0,0,1041.93,0,12151,3286.19,148,8990,30,24
837,yenter,58,3,0,0,1163.71,0,12102.03,3414.12,142,8780,30,26
838,yenter,59,1,0,0,967.72,0,11513.49,3279.76,142,8332,26,24
839,yenter,59,2,0,0,873,0,11633.85,3533.48,140,8698,26,22
840,yenter,59,3,0,0,1052.69,0,11978.9,3572.31,158.67,8838.67,24.33,25.33
841,yenter,61,1,0,0,924.07,0,12693.89,3615.67,179,8324,32,26
842,yenter,61,2,0,0,994.78,0,12664.84,3594.23,159,8928,24,27
843,yenter,61,3,0,0,965.1,0,12457.31,3559.21,148,8458,23,26
844,yenter,62,1,0,0,1025.88,0,13494.31,3846.34,190.5,9656,26.25,29.5
845,yenter,62,2,0,0,1034.51,0,13211.04,3767.9,215,10067,27,32
846,yenter,62,3,0,0,1084.48,0,12886.47,3535.26,177.5,9806.5,28,29
847,yenter,63,1,0,0,1074.08,0,14031.73,3797.2,292,11080.67,29.33,31
848,yenter,63,2,0,0,973.83,0,13304.84,3710.01,311,11188,29,31
849,yenter,63,3,0,0,954.63,0,13551.38,3636.39,287,11173,24,28
850,yenter,64,1,0,0,1205.61,0,14097.59,4085.94,422,11475,29,34
851,yenter,64,2,0,0,1158.91,0,13868.48,4092.37,398,11308,27,35
852,yenter,64,3,0,0,1324.34,182,14205.5,4128.11,418,11834,27,32
853,yenter,65,1,0,0,1558.31,0,15084.58,4256.04,697,14658,30,44
854,yenter,65,2,0,0,1359.26,0,15407.49,4490.46,670,14928,27,45
855,yenter,65,3,0,0,1451.8,0,15263.05,4505.47,733,14430,30,42
856,yenter,66,1,0,0,1379.78,0,16406.1,4257.47,738,14353,31,43
857,yenter,66,2,0,0,1192.08,0,16012.63,4198.15,677,14241,27,36
858,yenter,66,3,0,0,1490.65,0,15497.14,4090.94,664,13733,36,40
859,yenter,67,1,0,0,1442.2,0,15947.05,4777.05,636,14062,34,41
860,yenter,67,2,0,0,1418.19,0,14979.15,4458.3,584,13450,31,41
861,yenter,67,3,0,0,1239.22,0,15415.79,4755.61,597,13806,32,45
862,pow,1,1,0,0,705.82,0,8237.91,2530.75,384,18872,30,31
863,pow,1,2,0,0,753.4,0,8491.92,2592.22,356,18932,34,31
864,pow,1,3,0,0,711.5,0,8386.5,2499.31,389,18927,35,32
865,pow,2,1,0,0,814.95,0,7900.89,2567.2,448,17560,32,30
866,pow,2,2,0,0,798.36,0,7736.53,2541.47,439,17619,28,27
867,pow,2,3,0,0,718.48,0,7807.09,2577.92,438,17525,35,31
868,pow,3,1,0,0,670.03,0,7326.46,2405.68,377,18129,32,27
869,pow,3,2,0,0,650.82,0,7466.75,2418.54,389,18102,40,31
870,pow,3,3,0,0,748.6,0,7433.55,2436.41,424,18077,35,26
871,pow,4,1,0,0,582.73,0,8690.32,2731.58,523,20791,39,32
872,pow,4,2,0,0,652.57,0,8693.64,2730.15,462,20911,36,31
873,pow,4,3,0,0,640.35,0,8741.78,2753.02,466,20786,34,32
874,pow,5,1,0,0,605.43,0,8394.8,3023.9,453,18697,36,29
875,pow,5,2,0,0,759.51,0,8468.68,3011.03,453,18682,36,26
876,pow,5,3,0,0,675.27,0,8393.14,3021.04,446,18624,29,28
877,pow,6,1,0,0,765.18,0,9023.19,2788.76,474,18730,31,30
878,pow,6,2,0,0,658.68,0,8911.95,2793.05,482,18714,32,34
879,pow,6,3,0,0,731.14,0,8937.69,2794.48,432,18716,30,30
880,pow,7,1,0,0,823.24,0,9044.77,2893.11,413,16995,38,25
881,pow,7,2,0,0,703.64,0,9051.41,2853.08,407,17033,31,26
882,pow,7,3,0,0,697.53,0,9008.25,2805.91,419,16973,31,28
883,pow,8,1,0,0,694.04,0,7601.23,2506.45,425,16577,35,26
884,pow,8,2,0,0,764.75,0,7814.56,2525.04,413,16518,29,24
885,pow,8,3,0,0,734.19,0,7752.3,2470,399,16497,30,24
886,pow,9,1,0,0,664.35,0,7006.04,2101.93,374,16238,32,25
887,pow,9,2,0,0,697.09,0,7113.96,2024.03,342,16214,29,23
888,pow,9,3,0,0,650.82,0,7013.51,2049.04,353,16197,33,22
889,pow,10,1,0,0,699.27,0,8198.07,2540.04,386,16539,35,23
890,pow,10,2,0,0,701.02,0,8176.49,2492.87,387,16315,35,25
891,pow,10,3,0,0,758.64,0,8253.68,2584.36,334,16385,33,24
892,pow,11,1,0,0,607.17,0,8255.34,2442.84,431,17190,41,25
893,pow,11,2,0,0,636.42,0,8232.93,2515.74,405,17182,34,29
894,pow,11,3,0,0,584.04,0,8247.87,2414.26,408,17118,36,25
895,pow,12,1,0,0,700.15,0,8525.96,2765.89,518,18889,32,32
896,pow,12,2,0,0,775.66,0,8486.11,2796.62,476,18795,33,28
897,pow,12,3,0,0,769.99,0,8584.06,2773.04,523,18914,27,25
898,pow,13,1,0,0,624.63,0,8091.81,2687.27,407,18060,33,27
899,pow,13,2,0,0,714.11,0,8362.43,2666.55,395,18294,36,24
900,pow,13,3,0,0,720.66,0,8335.86,2660.11,373,18339,36,25
901,pow,14,1,0,0,592.33,0,8647.98,2950.28,485,24194,37,27
902,pow,14,2,0,0,643.4,0,8614.78,3027.47,527,24130,39,34
903,pow,14,3,0,0,681.81,0,8639.68,3021.75,505,24071,36,31
904,pow,15,1,0,0,773.48,0,8577.42,2920.26,523,22050,34,45
905,pow,15,2,0,0,697.96,0,8691.98,2901.68,515,22041,38,48
906,pow,15,3,0,0,672.21,0,8628.89,2913.12,511,21986,31,42
907,pow,16,1,0,0,822.37,0,8279.42,2612.23,557,19869,33,41
908,pow,16,2,0,0,780.03,0,8266.97,2562.91,561,19689,37,33
909,pow,16,3,0,0,939.35,0,8301,2689.42,498,19827,28,32
910,pow,17,1,0,0,796.61,0,7808.75,2391.39,506,19795,31,37
911,pow,17,2,0,0,860.78,0,7762.27,2391.39,495,19692,35,31
912,pow,17,3,0,0,709.75,0,7856.07,2398.53,495,19648,36,28
913,pow,18,1,0,0,692.73,0,7959,2657.97,413,19304,36,32
914,pow,18,2,0,0,699.27,0,7946.55,2615.8,410,19360,32,28
915,pow,18,3,0,0,825.86,0,8019.6,2718.72,419,19237,36,25
916,pow,19,1,0,0,791.81,0,8630.55,3212.58,537,21988,34,35
917,pow,19,2,0,0,731.57,0,8599.01,3195.42,492,21908,34,32
918,pow,19,3,0,0,759.51,0,8606.48,3168.98,497,21933,33,34
919,pow,20,1,0,0,763.88,0,8529.28,2778.75,426,18524,32,27
920,pow,20,2,0,0,737.69,0,8352.47,2745.16,418,18645,28,29
921,pow,20,3,0,0,711.06,0,8439.63,2749.45,467,18526,28,29
922,pow,21,1,0,0,718.92,0,8237.91,2814.49,432,19330,32,29
923,pow,21,2,0,0,837.21,0,8325.9,2848.08,452,19293,34,27
924,pow,21,3,0,0,828.48,0,8371.56,2835.21,433,19307,35,28
925,pow,22,1,0,0,741.61,648,8169.84,2527.89,454,17501,34,31
926,pow,22,2,0,0,609.35,617,8178.98,2445.7,463,17394,31,25
927,pow,22,3,0,0,676.14,658,8243.72,2469.29,423,17281,32,31
928,pow,23,1,0,0,888.28,0,8829.77,3247.6,435,19804,34,32
929,pow,23,2,0,0,791.37,0,8742.61,3178.27,463,19667,28,28
930,pow,23,3,0,0,875.62,0,8851.36,3202.57,452,19812,37,34
931,pow,24,1,0,0,776.97,0,7794.64,2460.71,444,19117,32,30
932,pow,24,2,0,0,702.77,0,7859.39,2495.02,443,19021,28,31
933,pow,24,3,0,0,734.63,0,7758.11,2503.59,452,19097,28,27
934,pow,25,1,0,0,534.28,0,7362.16,2226.29,392,15261,32,21
935,pow,25,2,0,0,664.35,0,7359.67,2181.26,386,15230,31,21
936,pow,25,3,0,0,655.62,0,7393.7,2233.44,377,15271,34,23
937,pow,26,1,0,0,558.28,0,7406.98,2457.85,255,14973,32,18
938,pow,26,2,0,0,630.74,0,7383.74,2437.84,223,14885,30,19
939,pow,26,3,0,0,663.48,0,7383.74,2420.69,235,14802,28,19
940,pow,27,1,0,0,722.84,0,7897.57,2212,339,15596,35,20
941,pow,27,2,0,0,688.8,0,7917.49,2296.33,354,15710,27,25
942,pow,27,3,0,0,718.04,0,7929.95,2248.45,334,15627,31,24
943,pow,28,1,0,0,733.32,0,7763.1,2485.01,384,17745,31,22
944,pow,28,2,0,0,691.85,0,7833.65,2484.3,401,17558,31,26
945,pow,28,3,0,0,663.48,0,7730.72,2482.15,430,17563,28,25
946,pow,29,1,0,0,725.46,0,8186.45,2550.76,489,17594,36,26
947,pow,29,2,0,0,723.28,0,8148.26,2608.66,474,17665,31,31
948,pow,29,3,0,0,717.61,0,8153.24,2685.13,463,17639,27,28
949,pow,30,1,0,0,733.32,0,8655.45,2877.38,441,20845,36,27
950,pow,30,2,0,0,668.28,0,8655.45,2863.09,478,20841,29,26
951,pow,30,3,0,0,621.14,0,8712.73,2818.06,461,20972,33,25
952,pow,31,1,0,0,622.45,0,8418.04,2770.89,484,21257,34,33
953,pow,31,2,0,0,695.34,0,8456.23,2778.75,496,21224,35,32
954,pow,31,3,0,0,675.27,0,8373.22,2816.63,514,21257,32,30
955,pow,32,1,0,0,796.18,0,8194.75,2595.79,467,19426,35,29
956,pow,32,2,0,0,673.96,0,8271.12,2569.35,468,19494,27,25
957,pow,32,3,0,0,759.95,0,8354.96,2661.54,457,19458,31,32
958,pow,33,1,0,0,649.08,0,8571.61,2475.72,453,18886,33,29
959,pow,33,2,0,0,726.34,0,8548.37,2497.16,444,18936,32,28
960,pow,33,3,0,0,741.61,0,8503.54,2502.88,456,18926,39,32
961,pow,33,4,0,0,756.89,0,8588.21,2484.3,460,18892,32,32
962,pow,34,1,0,0,716.73,0,9333.64,2710.14,472,20024,32,31
963,pow,34,2,0,0,768.24,0,9374.32,2662.97,493,20010,34,32
964,pow,34,3,0,0,678.32,0,9200,2746.59,482,19939,34,28
965,pow,35,1,0,0,878.24,0,8857.17,2890.25,519,19496,31,29
966,pow,35,2,0,0,926.25,0,8830.6,2948.85,464,19634,30,35
967,pow,35,3,0,0,839.39,0,8793.25,2916.69,460,19658,31,32
968,pow,36,1,0,0,899.19,0,8769.18,2814.49,434,17783,28,27
969,pow,36,2,0,0,798.8,0,8847.21,2758.74,418,17695,29,29
970,pow,36,3,0,0,836.77,0,8774.16,2743.73,418,17649,28,25
971,pow,37,1,0,0,960.74,0,9366.02,3072.5,501,20432,37,34
972,pow,37,2,0,0,972.09,0,9523.74,3155.4,514,20403,36,37
973,pow,37,3,0,0,1016.17,0,9433.26,2992.45,548,20359,36,43
974,pow,38,1,0,0,835.46,0,8585.72,2657.97,412,18189,33,29
975,pow,38,2,0,0,753.84,0,8682.85,2719.43,368,18160,32,27
976,pow,38,3,0,0,832.41,0,8600.67,2767.32,374,18020,32,25
977,pow,39,1,0,0,585.78,0,7952.36,2217,242,15983,32,23
978,pow,39,2,0,0,683.12,0,8103.44,2285.61,290,15974,31,22
979,pow,39,3,0,0,763.88,0,8057.78,2230.58,277,15918,28,20
980,pow,40,1,0,0,661.73,0,7555.57,2329.92,335,17823,31,21
981,pow,40,2,0,0,705.82,0,7597.08,2265.6,321,17866,33,26
982,pow,40,3,0,0,785.7,0,7470.07,2318.49,301,17883,31,21
983,pow,41,1,0,0,820.18,0,7513.24,2335.64,396,15991,32,22
984,pow,41,2,0,0,767.37,0,7480.86,2274.18,379,15940,28,18
985,c15,1,1,0,0,731.57,0,8220.48,2872.38,354,10619,28,17
986,c15,1,2,0,0,647.33,0,8173.16,2835.21,329,10963,33,22
987,c15,1,3,0,0,720.23,0,8114.23,2880.24,360,10923,31,20
988,c15,2,1,0,0,694.91,0,7635.26,2117.66,331,10331,31,17
989,c15,2,2,0,0,637.29,0,7337.25,2079.78,325,9959,32,20
990,c15,2,3,0,0,720.23,191,7773.06,2151.25,313,10284,25,16
991,c15,3,1,0,0,657.37,0,8598.18,2382.81,352,9945,27,21
992,c15,3,2,0,0,746.85,0,8589.04,2379.24,358,9752,28,15
993,c15,3,3,0,0,745.98,0,8424.68,2346.36,367,10306,29,22
994,c15,3,1,0,0,760.82,0,8449.59,2196.27,396,10269,28,17
995,c15,3,2,0,0,678.76,0,8410.57,2170.54,367,10239,31,19
996,c15,3,3,0,0,574,0,8538.41,2155.54,355,10237,27,17
997,c15,4,1,0,0,831.97,0,7681.75,2213.43,364,9231,27,16
998,c15,4,2,0,0,810.14,0,7963.98,2268.46,399,9285,30,21
999,c15,4,3,0,0,794.43,0,7971.45,2299.9,394,9509,29,20
1000,c15,4,1,0,0,748.6,0,8242.06,2166.97,376,9872,25,17
1001,c15,4,2,0,0,725.9,0,8354.96,2144.1,415,9794,24,20
1002,c15,4,3,0,0,677.45,0,8278.59,2180.55,431,9820,28,20
1003,c15,5,1,0,0,782.21,0,8181.47,2426.41,445,10434,27,22
1004,c15,5,2,0,0,661.73,0,7917.49,2235.58,441,10070,32,20
1005,c15,5,3,0,0,755.58,0,8157.39,2324.92,426,10440,30,21
1006,c15,6,1,0,0,740.3,0,8364.09,2239.87,443,9818,23,21
1007,c15,6,2,0,0,771.73,0,8134.15,2269.17,403.5,9457,26,18.5
1008,c15,6,3,0,0,876.06,190,8443.78,2332.07,409,9490,28,17
1009,c15,6,1,0,0,656.06,233,8500.22,1968.28,436,10078,26,21
1010,c15,6,2,0,0,739.43,220,8360.77,1976.86,423,10072,25,22
1011,c15,6,3,0,0,696.65,185,8476.98,1948.99,424,10148,28,20
1012,c15,7,1,0,0,790.5,0,8048.65,2036.18,375,10310,32,22
1013,c15,7,2,0,0,673.96,0,8252.85,2091.21,396,10379,26,22
1014,c15,7,3,0,0,686.61,0,7641.9,1941.84,401,9623,27,20
1015,c15,8,1,0,0,712.37,0,8418.87,2281.32,432,10084,28,21
1016,c15,8,2,0,0,734.19,0,8086,2206.99,389,9893,27,18
1017,c15,8,3,0,0,787.88,0,8527.62,2259.88,431,10103,29,19
1018,c15,8,1,0,0,674.39,0,8425.52,2125.52,403,10215,31,20
1019,c15,8,2,0,0,642.96,0,8446.27,2143.39,439,10202,23,23
1020,c15,8,3,0,0,702.33,0,8453.74,2159.82,408,10153,25,22
1021,c15,9,1,0,0,800.1,0,8024.58,2150.53,413,11061,30,23
1022,c15,9,2,0,0,709.75,0,8060.27,2116.23,407,11254,28,23
1023,c15,9,3,0,0,804.47,0,8339.18,2212,407,11276,34,22
1024,c15,10,1,0,0,741.18,0,8336.69,2083.35,443,10606,30,23
1025,c15,10,2,0,0,770.86,0,8575.76,2071.2,410,11040,31,24
1026,c15,10,3,0,0,777.41,0,8261.16,2010.45,438,10808,30,21
1027,c15,11,1,0,0,804.47,0,8920.25,2172.69,436,9842,32,22
1028,c15,11,2,0,0,720.66,0,8848.87,2170.54,442,10060,21,22
1029,c15,11,3,0,0,819.75,0,8501.88,2194.84,436,9826,27,20
1030,c15,11,1,0,0,681.38,0,9137.74,2048.33,460,10286,18,23
1031,c15,11,2,0,0,740.3,0,9102.88,2039.04,453,10339,25,20
1032,c15,11,3,0,0,667.41,0,9194.19,2107.65,455,10299,28,19
1033,c15,12,1,0,0,848.12,0,8519.32,2138.38,468,10484,31,19
1034,c15,12,2,0,0,766.49,0,8225.46,2026.17,469,10310,26,22
1035,c15,12,3,0,0,768.68,0,8099.29,2033.32,449,10218,24,17
1036,c15,12,1,0,0,768.24,0,8786.61,1950.42,426,10798,26,20
1037,c15,12,2,0,0,868.2,0,8728.5,2025.46,444,10794,24,22
1038,c15,12,3,0,0,774.79,0,8914.44,2033.32,462,10890,25,21
1039,c15,13,1,0,0,771.3,0,8188.11,2371.37,440,9989,29,23
1040,c15,13,2,0,0,849.87,0,8735.14,2604.37,476,10200,26,21
1041,c15,13,3,0,0,931.93,0,8643,2503.59,444,9986,25,19
1042,c15,13,1,0,0,835.46,0,8629.72,2439.27,428,10417,28,20
1043,c15,13,2,0,0,833.72,0,8711.07,2424.26,423,10244,27,21
1044,c15,13,3,0,0,787.88,0,8779.14,2415.69,443,10320,24,21
1045,c15,14,1,0,0,951.13,0,8056.95,2064.77,431,10588,27,19
1046,c15,14,2,0,0,881.73,0,7733.21,1965.43,446,10446,23,18
1047,c15,14,3,0,0,837.64,0,7696.69,1934.69,385,10345,23,20
1048,c15,15,1,0,0,933.67,0,8989.15,2382.1,424,9913,26,21
1049,c15,15,2,0,0,960.74,0,8516.83,2249.88,440,9940,28,19
1050,c15,15,3,0,0,838.52,0,8252.85,2242.01,396,10058,27,24
1051,c15,15,1,0,0,836.77,0,8182.3,2091.93,455,9696,26,19
1052,c15,15,2,0,0,706.69,0,8193.92,2054.05,432,9708,26,17
1053,c15,15,3,0,0,698.4,0,8212.18,2065.48,424,9760,24,19
1054,c15,16,1,0,0,703.2,0,7690.05,1871.08,411,9908,33,16
1055,c15,16,2,0,0,789.63,0,7480.86,1796.04,347,9849,27,17
1056,c15,16,3,0,0,878.67,0,7790.49,1888.24,370,10074,28,19
1057,c15,17,1,0,0,858.16,0,7556.4,1818.91,379,9899,25,21
1058,c15,17,2,0,0,744.67,0,7649.37,1841.78,396,10058,27,20
1059,c15,17,3,0,0,847.68,0,7535.65,1879.66,398,9893,26,17
1060,c15,18,1,0,0,850.74,0,7797.13,2009.74,429,9936,32,24
1061,c15,18,2,0,0,663.92,0,8023.75,1932.55,410,10087,30,19
1062,c15,18,3,0,0,831.97,0,7770.57,1918.97,405,9967,29,21
1063,c15,19,1,0,0,756.02,201,8261.16,2042.61,422,9842,28,20
1064,c15,19,2,0,0,831.97,0,7929.95,1975.43,412,9862,28,16
1065,c15,19,3,0,0,835.46,0,7929.95,2000.45,400,9850,26,22
1066,c15,20,1,0,0,733.76,0,7836.14,2271.32,358,10393,28,21
1067,c15,20,2,0,0,773.04,0,7902.55,2329.21,370,10294,29,21
1068,c15,20,3,0,0,746.42,0,8098.46,2215.57,389,10432,27,19
