id,soil,sample,rep,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
350,werner,2,2,0,0,701.46,0,7631.11,2337.78,157,7740,29,30
351,werner,2,3,0,0,679.19,0,7831.16,2486.44,192,8071,27,28
352,werner,3,1,0,0,928.44,0,8206.37,2724.44,186,6999,25,28
353,werner,3,2,0,0,684,0,7764.76,2582.93,208,7119,24,39
354,werner,3,3,0,0,752.96,0,7877.65,2560.06,179,6949,22,28
355,werner,4,1,0,0,793.56,0,7398.68,2384.95,217,6772,26,26
356,werner,4,2,0,0,744.23,0,7092.37,2245.59,203,6930,27,29
357,werner,4,3,0,0,792.68,0,7063.32,2148.39,171,6522,24,25
358,werner,5,1,0,0,731.14,0,8077.7,2362.8,222,7743,25,28
359,werner,5,2,0,0,722.41,0,8312.62,2409.25,222,7907,23,29
360,werner,5,3,0,0,646.02,0,8120.87,2414.26,231,8019,24,24
361,werner,6,1,0,0,608.92,0,6869.08,2439.27,196,7841,26,28
362,werner,6,2,0,0,801.41,0,6893.15,2576.49,236,7966,26,26
363,werner,6,3,0,0,716.3,0,6873.23,2434.98,212,8076,30,25
364,werner,7,1,0,0,728.96,0,7231,2698.71,243,8390,25,27
365,werner,7,2,0,0,757.33,0,7203.61,2621.52,271,8373,25,23
366,werner,7,3,0,0,621.14,0,6839.19,2635.81,254,8331,26,25
367,werner,8,1,0,0,657.37,0,7348.05,2222,291,7510,24,25
368,werner,8,2,0,0,739.87,0,7245.11,2219.86,266,7499,29,25
369,werner,8,3,0,0,801.85,0,7378.76,2312.77,298,7799,27,21
370,werner,9,1,0,0,853.36,180,8115.06,3147.54,242,7763,27,29
371,werner,9,2,0,0,789.63,0,7937.42,3113.95,250,7728,24,28
372,werner,9,3,0,0,924.07,189,8062.76,3336.93,223,7847,27,30
373,werner,10,1,0,0,757.33,0,8046.99,2804.48,309,8661,23,38
374,werner,10,2,0,0,732.88,0,8100.95,2955.28,310,8666,27,34
375,werner,10,3,0,0,838.52,0,8189.77,3048.91,295,8900,27,33
376,werner,11,1,0,0,985.18,0,7703.33,2719.43,332,8764,27,27
377,werner,11,2,0,0,842.88,0,7708.31,2650.82,360,9214,25,34
378,werner,11,3,0,0,794.87,0,7188.67,2468.57,328,8759,26,29
379,werner,12,1,0,0,727.21,0,8119.21,2376.38,147,7709,27,29
380,werner,12,2,0,0,671.34,0,8046.99,2393.53,209,7829,26,28
381,werner,12,3,0,0,771.73,0,7905.04,2369.23,185,7828,22,22
382,werner,13,1,0,0,814.95,0,8380.69,2763.74,292,8805,30,29
383,werner,13,2,0,0,738.99,0,8165.69,2739.45,291,8804,24,28
384,werner,13,3,0,0,855.54,0,8785.78,2883.81,289,8831,24,27
385,werner,14,1,0,0,716.73,0,7429.4,2592.93,320,8853,26,24
386,werner,14,2,0,0,760.38,0,7456.79,2535.76,296,8959,24,30
387,werner,14,3,0,0,761.26,0,7336.42,2600.79,305,8557,23,28
388,werner,15,1,0,0,846.37,0,8081.85,2926.7,311,8814,25,31
389,werner,15,2,0,0,916.65,0,8281.91,2784.47,302,8490,31,31
390,werner,15,3,0,0,787.01,0,7768.08,2678.7,300,8588,28,31
391,werner,16,1,0,0,837.64,0,8255.34,2976.73,354,8749,25,34
392,werner,16,2,0,0,795.74,0,8022.92,2798.05,279,8600,26,31
393,werner,16,3,0,0,763.44,0,7880.97,2810.2,270,8257,26,30
394,werner,17,1,0,0,810.14,0,7257.56,2382.1,317,9625,27,33
395,werner,17,2,0,0,734.63,0,7734.04,2620.09,342,10140,30,33
396,werner,17,3,0,0,793.56,0,7829.5,2525.75,311,9957,25,32
397,werner,18,1,0,0,910.54,0,8268.63,3083.22,515,10917,25,31
398,werner,18,2,0,0,975.14,0,8904.48,3171.84,537,10953,34,36
399,werner,18,3,0,0,983.87,0,8407.25,3068.92,500,10869,27,35
400,krm,7,2,0,0,551.74,171,7769.74,2417.12,333,12890,33,31
401,krm,7,3,0,0,560.47,0,7771.4,2480.72,337,13009,33,30
402,krm,8,1,0,0,682.25,211,7224.36,2352.08,307,13305,29,56
403,krm,8,2,0,0,763.88,251,7250.92,2362.8,346,13396,33,59
404,krm,8,3,0,0,639.04,179,7271.68,2361.37,321,13368,33,55
405,krm,9,1,0,0,618.52,180,7304.05,2847.36,479,13630,32,55
406,krm,9,2,0,0,705.82,175,7344.72,2928.84,492,13612,31,52
407,krm,9,3,0,0,781.34,200,7328.12,2920.26,430,13596,32,55
408,krm,10,1,0,0,616.34,0,6332.83,2444.27,441,12565,34,26
409,krm,10,2,0,0,783.95,242,6280.54,2497.16,467,12599,31,27
410,krm,10,3,0,0,829.79,305,6390.11,2466.43,443,12515,27,25
411,krm,11,1,0,0,659.55,0,5982.53,4015.18,301,14869,31,23
412,krm,11,2,0,0,575.31,0,5985.85,4005.18,282,14826,32,20
413,krm,11,3,0,0,608.48,0,6056.41,3989.46,262,14842,34,21
414,krm,12,1,0,0,654.75,0,6684.8,6843.97,311,15923,38,27
415,krm,12,2,0,0,644.27,0,6749.54,6810.38,295,16031,32,25
416,krm,12,3,0,0,595.82,0,6694.76,6742.48,282,16093,35,23
417,krm,13,1,0,0,736.38,0,7241.79,2558.63,287,15830,30,26
418,krm,13,2,0,0,645.15,0,7133.88,2545.05,296,15865,32,28
419,krm,13,3,0,0,730.26,0,7176.21,2551.48,236,15870,31,26
420,krm,14,1,0,0,747.72,0,6712.19,2115.51,363,12975,30,27
421,krm,14,2,0,0,814.07,287,6576.05,2082.64,388,12908,31,27
422,krm,14,3,0,0,705.38,0,6685.63,2039.04,348,12931,30,31
423,krm,15,1,0,0,759.07,0,7415.28,2673.69,422,14124,38,34
424,krm,15,2,0,0,721.53,195,7478.37,2705.85,460,14098,35,36
425,krm,15,3,0,0,817.13,0,7475.88,2711.57,445,14039,36,34
426,krm,16,1,0,0,728.96,0,7476.71,2974.58,398,13380,31,32
427,krm,16,2,0,0,771.73,0,7530.67,2961.72,384,13261,33,35
428,krm,16,3,0,0,827.17,0,7602.89,2939.56,383,13309,29,35
429,krm,17,1,0,0,733.76,193,7069.13,3016.75,319,12331,32,32
430,krm,17,2,0,0,696.22,0,7094.86,3012.46,349,12291,33,36
431,krm,17,3,0,0,767.37,0,7094.86,2928.13,324,12430,38,33
432,krm,18,1,0,0,673.08,0,7898.4,2940.99,436,14502,35,37
433,krm,18,2,0,0,798.8,0,7916.66,2984.59,458,14453,38,37
434,krm,18,3,0,0,733.32,0,7876.82,3051.77,463,14397,34,39
435,krm,19,1,0,0,518.56,0,7356.35,2555.77,401,13636,36,36
436,krm,19,2,0,0,628.12,192,7348.88,2555.77,389,13741,36,33
437,krm,19,3,0,0,509.4,0,7229.34,2539.33,418,13601,35,32
438,krm,20,1,0,0,657.81,0,7118.11,2587.93,362,12938,37,37
439,krm,20,2,0,0,689.23,0,6992.76,2615.8,376,13108,39,38
440,krm,20,3,0,0,801.41,0,6933.83,2580.07,403,12985,31,32
441,krm,21,1,0,0,733.76,0,7141.35,2444.27,408,13579,32,33
442,krm,21,2,0,0,631.62,0,7215.23,2424.26,370,13617,31,34
443,krm,21,3,0,0,665.23,0,7268.36,2389.96,408,13514,34,33
444,krm,22,1,0,0,601.5,0,7218.55,2296.33,322,12408,33,27
445,krm,22,2,0,0,814.95,0,7265.87,2241.3,276,12422,38,28
446,krm,22,3,0,0,654.31,0,7202.78,2285.61,309,12439,35,26
447,krm,23,1,0,0,743.36,0,6469.8,2181.26,322,12379,32,22
448,krm,23,2,0,0,662.61,171,6505.49,2209.14,316,12475,34,21
449,krm,23,3,0,0,639.04,0,6511.3,2164.83,293,12491,30,22
450,krm,24,1,0,0,856.41,0,7245.11,22106.39,390,14688,35,34
451,krm,24,2,0,0,732.01,0,7094.86,22067.79,396,14740,33,31
452,krm,24,3,0,0,780.46,0,7211.91,22027.05,372,14752,32,30
453,krm,25,1,0,0,839.39,0,6678.98,3418.41,255,12028,34,29
454,krm,25,2,0,0,772.61,0,6649.93,3462.01,270,12045,34,27
455,krm,25,3,0,0,805.78,0,6617.56,3374.81,233,12027,32,26
456,krm,26,1,0,0,684.87,0,6820.1,2111.94,234,11310,35,27
457,krm,26,2,0,0,707.57,0,6773.62,2088.35,246,11276,30,26
458,krm,26,3,0,0,648.2,0,6801.84,2137.67,232,11194,30,24
459,krm,27,1,0,0,715.86,0,7237.64,2641.53,369,12893,32,35
460,krm,27,2,0,0,731.57,0,7229.34,2729.44,354,12952,33,35
461,krm,27,3,0,0,725.46,0,7240.96,2677.27,377,12926,36,34
462,krm,28,1,0,0,651.26,0,6632.5,2047.62,219,12668,37,30
463,krm,28,2,0,0,667.85,0,6877.38,2116.23,221,12742,41,26
464,krm,28,3,0,0,630.74,0,6707.21,2110.51,233,12777,31,29
465,krm,29,1,0,0,725.9,0,7099.02,2198.42,285,12660,30,29
466,krm,29,2,0,0,630.74,0,6971.18,2163.4,272,12663,34,30
467,krm,29,3,0,0,631.18,0,6932.17,2192.7,281,12723,37,31
468,krm,30,1,0,0,612.41,0,7000.23,2381.38,203,11740,31,27
469,krm,30,2,0,0,631.62,0,6977.82,2359.94,206,11746,32,31
470,krm,30,3,0,0,590.58,0,7060,2372.8,217,11723,40,27
471,krm,31,1,0,0,825.86,0,6675.66,2127.66,383,12435,37,32
472,krm,31,2,0,0,894.39,0,6664.87,2109.79,366,12338,35,36
473,krm,31,3,0,0,719.79,0,6576.88,2094.07,377,12494,34,33
474,krm,32,1,0,0,856.85,0,6372.68,2109.79,361,12462,35,31
475,krm,32,2,0,0,779.15,0,6530.4,2093.36,359,12449,38,30
476,krm,32,3,0,0,706.26,0,6455.69,2113.37,351,12587,36,27
477,krm,33,1,0,0,1020.54,206,7734.87,2550.05,464,14263,43,42
478,krm,33,2,0,0,1031.01,0,7767.25,2607.23,484,14279,38,40
479,krm,33,3,0,0,1032.32,0,7703.33,2535.04,451,14267,36,44
480,krm,34,1,0,0,852.92,0,6985.29,2231.29,321,12178,35,30
481,krm,34,2,0,0,753.4,0,6843.34,2200.56,345,12128,38,31
482,krm,34,3,0,0,750.34,0,6923.86,2149.1,320,12088,35,31
483,krm,35,1,0,0,706.26,0,6881.53,2262.03,228,11473,28,26
484,krm,35,2,0,0,628.56,0,6975.33,2274.18,224,11532,36,28
485,krm,35,3,0,0,789.19,0,7009.36,2310.63,199,11424,34,28
486,krm,36,1,0,0,761.26,179,6530.4,2398.53,250,11562,28,28
487,krm,36,2,0,0,751.65,0,6525.42,2447.85,277,11494,30,27
488,krm,36,3,0,0,741.18,0,6634.16,2435.7,254,11451,32,28
489,krm,37,1,0,0,656.93,0,6641.63,2434.27,252,12360,35,28
490,krm,37,2,0,0,643.84,0,6576.88,2434.27,247,12261,37,21
491,krm,37,3,0,0,645.15,0,6629.18,2449.99,257,12252,36,25
492,krm,38,1,0,0,714.55,0,7298.24,2352.08,191,12547,32,20
493,krm,38,2,0,0,609.35,0,7285.79,2357.08,199,12455,32,24
494,krm,38,3,0,0,618.52,0,7326.46,2382.1,190,12448,35,25
495,krm,39,1,0,0,795.74,0,7295.75,2818.78,420,13773,39,39
496,krm,39,2,0,0,723.28,0,7259.22,2783.04,338,13699,35,35
497,krm,39,3,0,0,836.77,0,7044.23,2772.32,365,13783,31,32
498,krm,40,1,0,0,663.04,0,7192.82,2260.6,242,11862,30,31
499,krm,40,2,0,0,695.78,0,7178.7,2269.17,234,11849,36,32
500,krm,40,3,0,0,704.07,0,7311.52,2289.9,277,11940,35,27
501,krm,41,1,0,0,670.9,0,7172.89,2180.55,222,10832,34,29
502,krm,41,2,0,0,607.61,0,7011.85,2150.53,178,10882,34,26
503,krm,41,3,0,0,757.33,0,7087.39,2124.09,185,10838,32,27
504,krm,42,1,0,0,764.75,0,7284.13,2211.28,302,11397,31,25
505,krm,42,2,0,0,684.43,0,7337.25,2205.56,310,11337,28,27
506,krm,42,3,0,0,808.83,0,7281.64,2196.99,289,11251,31,26
507,krm,43,1,0,0,665.66,0,6390.94,1928.98,163,9740,30,24
508,krm,43,2,0,0,636.42,0,6430.78,1948.27,178,9661,34,24
509,krm,43,3,0,0,558.28,0,6307.93,1942.55,141,9752,35,24
510,krm,44,1,0,0,728.52,0,6992.76,2560.77,312,11208,35,31
511,krm,44,2,0,0,830.22,0,7035.1,2561.48,302,11217,36,28
512,krm,44,3,0,0,830.66,0,7115.62,2526.46,263,11192,39,31
513,krm,45,1,0,0,828.48,0,7110.64,2665.12,258,11807,31,28
514,krm,45,2,0,0,621.58,0,7113.13,2633.67,284,11818,32,28
515,krm,45,3,0,0,858.6,0,7092.37,2541.47,268,11859,32,28
516,krm,46,1,0,0,851.61,0,7560.55,2609.37,456,12889,35,36
517,krm,46,2,0,0,925.82,0,7559.72,2679.41,438,12915,33,33
518,krm,46,3,0,0,848.12,0,7594.58,2630.1,419,12909,30,36
519,krm,47,1,0,0,841.14,193,7468.41,2487.16,326,12489,38,31
520,krm,47,2,0,0,776.1,0,7318.16,2427.84,331,12360,35,28
521,krm,47,3,0,0,722.41,0,7300.73,2542.19,325,12428,39,32
522,krm,48,1,0,0,752.96,0,6913.07,2244.87,361,12451,31,33
523,krm,48,2,0,0,830.66,0,7015.18,2246.3,358,12519,36,32
524,krm,48,3,0,0,767.8,0,6942.96,2226.29,382,12543,34,32
525,wormet,1,1,0,0,562.21,166,7787.17,2643.68,222,17191,35,37
526,wormet,1,2,0,0,596.7,0,7700.84,2487.87,217,16894,32,32
527,wormet,2,1,0,0,517.25,0,7544.78,2321.35,194,11747,24,25
528,wormet,2,2,0,0,718.92,204,7568.02,2259.88,190,11819,32,26
529,wormet,3,1,0,0,561.78,0,7800.45,2332.78,196,11888,21,17
530,wormet,3,2,0,0,537.77,0,8017.94,2361.37,205,13180,36,24
531,wormet,3,3,0,0,564.39,0,7778.04,2360.65,175,12460,33,29
532,wormet,4,1,0,0,595.82,0,7560.55,2544.33,466,13040,37,46
533,wormet,4,2,0,0,655.62,0,7649.37,2525.75,486,13368,32,43
534,wormet,4,3,0,0,751.22,271,7884.29,2721.58,488,13352,35,46
535,wormet,5,1,0,0,590.15,0,7688.39,2315.63,300,12089,31,31
536,wormet,5,2,0,0,546.93,0,7270.85,2299.9,302,11315,32,37
537,wormet,5,3,0,0,566.58,0,7678.43,2434.98,322,11656,28,31
538,wormet,6,1,0,0,504.16,0,6333.66,1709.56,168,10739,34,25
539,wormet,6,2,0,0,614.16,0,6793.54,1808.91,211,11528,32,25
540,wormet,6,3,0,0,581.85,0,6484.74,1698.84,214,11207,33,24
541,wormet,7,1,0,0,584.47,0,7181.2,1705.99,300,11470,32,29
542,wormet,7,2,0,0,639.91,0,7341.4,1835.35,303,11388,35,32
543,wormet,7,3,0,0,553.05,0,6952.09,1708.85,273,11007,32,34
544,wormet,8,1,0,0,592.77,0,6681.47,4927.86,373,12474,32,33
545,wormet,8,2,0,0,580.55,0,6612.58,4916.42,339,12483,26,35
546,wormet,8,3,0,0,634.23,0,6975.33,5178,363,12548,31,31
547,wormet,9,1,0,0,533.84,0,7597.91,2473.58,405,14754,34,31
548,wormet,9,2,0,0,638.16,0,7690.88,2480.72,376,15068,35,27
549,wormet,9,3,0,0,612.41,0,7462.6,2346.36,359,14336,28,27
550,wormet,10,1,0,0,718.04,0,8225.46,3076.07,467,14431,28,39
551,wormet,10,2,0,0,669.59,0,8134.15,3004.6,456,14442,30,32
552,wormet,10,3,0,0,604.55,0,8046.16,2981.01,468,14431,33,35
553,wormet,11,1,0,0,639.04,0,7509.08,2487.87,401,13281,31,33
554,wormet,11,2,0,0,564.39,0,7339.74,2371.37,413,13113,35,33
555,wormet,11,3,0,0,582.29,0,7540.63,2432.84,461,13488,32,29
556,wormet,12,1,0,0,499.79,0,6927.18,1950.42,275,11949,29,28
557,wormet,12,2,0,0,509.83,0,7216.89,2170.54,259,12252,33,25
558,wormet,12,3,0,0,590.58,0,7204.44,2233.44,286,12666,26,26
559,wormet,13,1,0,0,950.26,200,9710.51,3526.33,345,15067,32,63
560,wormet,13,2,0,0,924.51,194,9988.59,3545.63,387,15165,36,61
561,wormet,13,3,0,0,746.42,0,9576.03,3476.3,355,14794,39,58
562,wormet,14,1,0,0,547.81,0,7344.72,2289.9,141,9501,28,25
563,wormet,14,2,0,0,671.34,0,7325.63,2118.37,137,8919,29,28
564,wormet,14,3,0,0,639.04,0,7595.42,2312.77,148,9584,24,25
565,wormet,15,1,0,0,723.28,0,7239.3,2675.84,276,13579,30,30
566,wormet,15,2,0,0,611.97,0,6921.37,2566.49,256,13004,31,31
567,wormet,15,3,0,0,630.31,200,7279.15,2723.01,315,13648,33,32
568,wormet,16,1,0,0,618.08,0,7069.96,2257.02,341,13320,34,34
569,wormet,16,2,0,0,623.32,0,7231,2364.94,329,14095,30,35
570,wormet,16,3,0,0,714.11,0,7181.2,2348.5,358,14044,35,34
571,wormet,17,1,0,0,577.93,0,7028.46,2722.29,465,16239,35,41
572,wormet,17,2,0,0,658.24,0,6732.11,2544.33,438,15337,33,41
573,wormet,17,3,0,0,716.3,0,6798.52,2615.8,447,15594,36,38
574,wormet,18,1,0,0,514.63,0,6857.46,1881.09,299,12500,32,33
575,wormet,18,2,0,0,708.88,0,6849.16,1875.37,330,12497,30,32
576,wormet,18,3,0,0,752.96,0,7011.85,2015.45,304,12863,30,34
577,wormet,19,1,0,0,557.85,0,6668.19,1845.36,411,14284,34,29
578,wormet,19,2,0,0,646.89,0,6814.29,1905.39,403,13957,35,30
579,wormet,19,3,0,0,656.06,0,6879.04,1903.25,435,14362,30,33
580,wormet,20,1,0,0,563.09,0,6730.45,1792.47,444,13581,32,38
581,wormet,20,2,0,0,548.24,0,7438.53,2003.3,437,14655,30,31
582,wormet,20,3,0,0,715.86,0,7167.91,1996.87,448,14269,35,36
583,wormet,21,1,0,0,452.21,0,6218.28,1823.2,298,11579,31,29
584,wormet,21,2,0,0,534.71,0,6673.17,1902.53,332,12459,32,30
585,wormet,21,3,0,0,519,0,6565.26,1903.96,303,12418,31,26
586,wormet,22,1,0,0,583.6,0,6159.34,1962.57,340,13719,36,33
587,wormet,22,2,0,0,654.31,0,6069.69,1941.13,306,13873,34,36
588,wormet,22,3,0,0,590.15,0,5972.57,1766.02,326,13147,29,33
589,wormet,23,1,0,0,588.84,0,6919.71,2201.28,277,11186,32,33
590,wormet,23,2,0,0,674.39,0,7207.76,2287.75,299,11486,35,38
591,wormet,23,3,0,0,586.66,0,7033.44,2221.29,310,11322,32,39
592,wormet,24,1,0,0,1320.85,0,12449.84,4020.19,686,17818,36,93
593,wormet,24,2,0,0,1368.43,0,12312.04,3870.1,686,17520,38,91
594,wormet,24,3,0,0,1169.82,0,12072.97,3808.64,642,17330,43,94
595,wormet,25,1,0,0,488.01,0,8377.37,2560.77,179,14302,35,29
596,wormet,25,2,0,0,581.42,0,8673.71,2749.45,174,13934,30,26
597,wormet,25,3,0,0,620.27,0,8158.22,2575.78,173,13621,29,28
598,wormet,26,1,0,0,677.88,0,6488.06,2371.37,245,12385,32,24
599,wormet,26,2,0,0,622.01,0,6564.43,2490.01,268,12387,32,30
600,wormet,26,3,0,0,524.24,0,6498.02,2391.39,254,12094,29,25
601,wormet,27,1,0,0,577.93,0,7022.65,2087.64,283,12963,29,25
602,wormet,27,2,0,0,529.91,0,6913.07,2054.76,256,12589,34,29
603,wormet,27,3,0,0,421.22,0,6651.59,1951.13,241,12152,41,28
604,wormet,28,1,0,0,636.42,0,6676.49,1891.81,311,12757,31,28
605,wormet,28,2,0,0,580.55,0,6932.17,2022.6,332,13471,30,32
606,wormet,28,3,0,0,556.1,0,7201.12,2074.06,355,13920,30,36
607,wormet,29,1,0,0,485.82,0,7219.38,2021.89,218,13352,32,26
608,wormet,29,2,0,0,488.44,0,7349.71,2129.09,222,13657,24,27
609,wormet,29,3,0,0,622.89,0,7595.42,2129.09,270,14731,30,27
610,wormet,30,1,0,0,643.84,211,7104.83,2022.6,240,11268,34,35
611,wormet,30,2,0,0,639.91,0,6924.69,2059.05,266,11492,33,39
612,wormet,30,3,0,0,657.81,0,6822.59,1917.54,252,11131,28,34
613,wormet,31,1,0,0,521.18,0,7131.39,1860.36,208,11219,32,27
614,wormet,31,2,0,0,558.72,0,7172.06,1881.81,244,11819,28,30
615,wormet,31,3,0,0,616.77,0,7354.69,1899.67,250,11756,27,26
616,wormet,32,1,0,0,400.27,0,6519.61,2074.06,255,11000,33,28
617,wormet,32,2,0,0,675.27,0,7232.66,2356.37,307,12291,27,29
618,wormet,32,3,0,0,611.1,0,7064.15,2260.6,283,11899,28,30
619,wormet,33,1,0,0,698.84,0,7554.74,2254.88,387,14099,34,29
620,wormet,33,2,0,0,678.76,0,7336.42,2135.52,397,13953,34,32
621,wormet,33,3,0,0,594.95,0,7337.25,2217.71,394,14247,29,32
622,wormet,36,1,0,0,649.95,0,6922.2,2050.47,372,12771,30,27
623,wormet,36,2,0,0,650.39,0,7292.43,2218.43,422,13308,33,31
624,wormet,36,3,0,0,599.31,0,6961.22,2267.74,384,12729,31,26
625,wormet,37,1,0,0,496.74,0,7606.21,2338.5,398,14521,34,28
626,wormet,37,2,0,0,415.11,0,6507.15,1962.57,336,12630,36,29
627,wormet,37,3,0,0,567.89,0,7704.99,2322.06,377,14625,37,25
628,wormet,38,1,0,0,640.35,0,7614.51,2406.39,378,15924,33,34
629,wormet,38,2,0,0,577.49,0,7354.69,2314.2,377,15534,27,37
630,wormet,38,3,0,0,574.87,0,6765.32,2079.78,332,14262,32,33
631,wormet,39,1,0,0,608.48,0,6540.36,1979.72,217,12030,34,28
632,wormet,39,2,0,0,562.65,0,6654.08,2029.03,228,11950,28,28
633,wormet,39,3,0,0,596.7,0,6583.52,2049.04,217,12265,33,28
634,wormet,40,1,0,0,530.35,0,6571.07,2805.2,248,12860,33,33
635,wormet,40,2,0,0,554.36,0,6558.62,2815.2,238,12812,26,28
636,wormet,40,3,0,0,583.6,0,6388.45,2840.22,258,12916,31,30
637,wormet,41,1,0,0,577.05,0,7530.67,2268.46,328,13482,29,26
638,wormet,41,2,0,0,512.01,0,7442.68,2359.22,335,13871,29,32
639,wormet,41,3,0,0,560.9,0,7411.13,2284.9,302,13083,34,27
640,wormet,42,1,0,0,483.21,0,7546.44,2300.62,280,12896,34,35
641,wormet,42,2,0,0,552.61,0,7918.32,2402.11,307,13652,32,31
642,wormet,42,3,0,0,592.33,0,7719.1,2261.31,298,13283,30,31
643,wormet,43A,1,0,0,436.5,0,7440.19,2564.34,311,13525,33,37
644,wormet,43A,2,0,0,788.76,0,7612.02,2718.72,287,14052,30,35
645,wormet,43A,3,0,0,673.52,238,7578.81,2692.27,275,13913,34,32
646,wormet,43B,1,0,0,656.93,0,7346.39,2569.35,282,15309,27,29
647,wormet,43B,2,0,0,561.34,0,6999.4,2438.56,289,14953,35,33
648,wormet,43B,3,0,0,545.19,0,7013.51,2437.13,315,14867,29,35
649,wormet,44,1,0,0,626.81,0,6846.66,2471.43,305,14923,36,28
650,wormet,44,2,0,0,521.62,0,7172.89,2580.07,338,15031,34,32
651,wormet,44,3,0,0,600.19,0,7012.68,2566.49,331,14830,32,29
652,wormet,45,1,0,0,549.55,0,7110.64,2568.63,130,11515,29,29
653,wormet,45,2,0,0,536.46,0,7175.38,2658.68,146,11696,36,28
654,wormet,45,3,0,0,578.58,0,6950.43,2521.46,147.5,11507,31,25.5
655,wormet,46,1,0,0,546.06,0,6677.32,2111.94,236,12814,32,22
656,wormet,46,2,0,0,474.48,0,6649.1,2151.96,239,12544,30,26
657,wormet,46,3,0,0,496.74,0,6712.19,2141.24,251,12887,31,26
658,wormet,47,1,0,0,618.96,0,6658.23,2136.24,392,12843,31,28
659,wormet,47,2,0,0,732.45,0,6654.91,2244.87,382,12817,33,27
660,wormet,47,3,0,0,626.38,0,6480.59,2183.41,367,12694,33,29
661,wormet,48,1,0,0,612.41,0,7024.31,2605.8,510,12370,31,33
662,wormet,48,2,0,0,723.72,182,7133.05,2610.08,488,12323,39,38
663,wormet,48,3,0,0,706.69,0,7057.51,2642.96,453,12153,34,35
664,yenter,1,1,0,0,1170.26,0,13368.76,5326.66,273,9780,20,32
665,yenter,1,2,0,0,1156.29,0,12868.21,5115.11,273,9663,25,28
666,yenter,1,3,0,0,1191.21,0,12864.06,5128.69,248,9443,28,31
667,yenter,2,1,0,0,1022.28,0,12477.23,10338.85,266,8944,25,29
668,yenter,2,2,0,0,1113.51,0,12180.89,10089.42,254,8952,24,35
669,yenter,2,3,0,0,1044.11,0,12543.64,10222.35,252,9107,22,27
670,yenter,3,1,0,0,1133.59,0,12744.53,4334.66,228,9298,26,29
671,yenter,3,2,0,0,1097.8,0,12612.54,4157.41,296,9341,27,31
672,yenter,3,3,0,0,1084.7,0,12538.66,4181.71,240,9049,26,29
673,yenter,4,1,0,0,965.97,0,12678.95,3404.83,226,8840,28,26
674,yenter,4,2,0,0,1019.66,0,12446.52,3386.96,228,9018,25,31
675,yenter,4,3,0,0,983.43,0,12313.7,3381.96,244,8842,29,28
676,yenter,5,1,0,0,1087.32,0,13103.13,3532.76,210,8427,26,26
677,yenter,5,2,0,0,1120.06,0,13169.54,3451.29,236,8930,28,22
678,yenter,5,3,0,0,1140.57,0,12869.04,3641.4,241,8486,28,23
679,yenter,6,1,0,0,1097.8,0,12864.89,3472.73,219,8881,25,23
680,yenter,6,2,0,0,1082.96,0,13168.71,3482.02,232,8823,24,23
681,yenter,6,3,0,0,964.23,0,12777.73,3391.97,246,8704,26,23
682,yenter,7,1,0,0,1013.99,0,13140.48,3930.85,218,9537,23,29
683,yenter,7,2,0,0,1016.17,0,12909.72,3762.9,225,8574,26,23
684,yenter,7,3,0,0,1010.93,0,12603.41,3720.01,242,9316,24,25
685,yenter,8,1,0,0,1056.33,0,12415.81,3310.49,221,9669,28,31
686,yenter,8,2,0,0,1051.09,0,12730.41,3501.32,226,9464,25,26
687,yenter,8,3,0,0,1158.47,0,13235.94,3559.92,237,9726,27,29
688,yenter,9,1,0,0,1031.89,0,13263.34,3401.97,198,9107,23,24
689,yenter,9,2,0,0,1065.06,0,12544.47,3459.15,161,8308,21,21
690,yenter,9,3,0,0,989.55,0,12690.57,3414.12,191,8836,27,22
691,yenter,10,1,0,0,974.7,0,13167.88,3559.21,173,8842,25,23
692,yenter,10,2,0,0,1137.08,0,13097.32,3405.55,169,9022,28,24
693,yenter,10,3,0,0,1072.92,0,13230.13,3374.1,184,8556,24,22
694,yenter,11,1,0,0,1275.89,0,12967.82,3519.9,124,9499,23,22
695,yenter,11,2,0,0,1031.01,0,10758.93,2788.76,121,8216,33,18
696,yenter,11,3,0,0,1132.72,0,12693.06,3366.95,150,9139,24,20
697,yenter,12,1,0,0,1068.55,0,13009.33,3293.34,123,10251,26,24
698,yenter,12,2,0,0,1219.58,0,13695.82,3327.64,153,10670,27,25
699,yenter,12,3,0,0,1159.78,0,13030.91,3239.74,132,10805,28,26
700,yenter,13,1,0,0,1200.81,0,12634.12,3209.72,118,9383,25,18
701,yenter,13,2,0,0,1168.07,0,13268.73,3351.23,128.5,9517,23,17
702,yenter,13,3,0,0,1271.96,0,13543.91,3554.92,146,9605,25,20
703,yenter,14,1,0,0,1270.65,0,13504.9,3358.38,138,8890,29,24
704,yenter,14,2,0,0,1241.41,0,13122.22,3191.14,143,8800,28,17
705,yenter,14,3,0,0,1230.06,0,13172.86,3339.79,119,9167,23,19
706,yenter,15,1,0,0,1120.5,0,12547.79,3253.31,146,9222,20,22
707,yenter,15,2,0,0,1258.87,0,13214.36,3339.79,128,9137,24,19
708,yenter,15,3,0,0,1195.14,0,12437.39,3135.39,130,9035,31,17
709,yenter,16,1,0,0,1183.35,0,13206.89,4023.76,112,9321,25,21
710,yenter,16,2,0,0,1054.15,0,13045.02,3997.32,102,9540,29,20
