id,soil,sample,rep,B,Mg,P,S,K,Ca,Mn,Fe,Cu,Zn
266,lobby,45,1,18.40,1536.53,1918.78,62.86,639.03,0.00,325.01,5536.09,6.27,36.94
267,lobby,45,2,17.87,1493.40,1926.44,63.15,634.50,0.00,324.32,5453.52,5.94,36.94
268,lobby,45,3,18.80,1478.96,1951.40,66.95,642.51,0.00,324.73,5455.08,6.32,37.42
269,lobby,46,1,1.15,1462.79,675.48,0.00,587.29,0.00,288.97,5331.83,5.50,34.36
270,lobby,46,2,0.92,1443.99,725.68,0.00,597.34,0.00,286.15,5248.28,5.48,33.78
271,lobby,46,3,0.72,1483.46,820.27,0.00,613.62,0.00,299.07,5355.64,6.13,35.26
272,lobby,47,1,0.60,1562.32,968.66,8.38,597.18,0.00,287.71,5193.07,4.87,37.93
273,lobby,47,2,1.20,1476.86,1001.89,14.96,587.41,0.00,284.46,5063.72,5.34,38.17
274,lobby,47,3,1.26,1591.20,1045.38,15.39,596.00,0.00,298.65,5336.98,5.43,38.58
275,lobby,48,1,0.65,1358.74,1280.03,14.74,587.93,0.00,306.35,4814.78,5.37,37.27
276,lobby,48,2,0.55,1388.58,1312.67,17.55,599.05,0.00,306.58,4846.49,5.37,37.08
277,lobby,48,3,1.17,1366.83,1342.21,20.06,602.49,0.00,304.51,4797.08,5.39,37.22
278,lobby,49,1,0.95,1331.57,1260.31,23.44,601.15,0.00,358.16,5273.72,6.49,36.83
279,lobby,49,2,0.83,1329.43,1277.66,20.65,610.29,0.00,361.06,5349.31,6.09,36.60
280,lobby,49,3,0.87,1377.87,1298.87,24.85,624.89,0.00,362.42,5409.96,6.78,36.67
281,lobby,50,1,3.23,1294.22,1285.31,0.00,615.62,1011.36,270.45,5295.89,3.17,30.96
282,lobby,50,2,0.62,1282.88,1309.87,0.00,589.27,1018.71,271.31,5263.90,3.41,31.72
283,lobby,50,3,1.23,1300.65,1315.06,0.00,584.50,1004.11,273.64,5307.02,3.51,31.54
284,lobby,51,1,0.93,1158.92,1211.35,0.00,578.03,920.19,302.62,5133.21,2.86,30.22
285,lobby,51,2,1.46,1206.12,1286.59,0.00,624.03,985.99,318.57,5438.90,2.97,31.92
286,lobby,51,3,3.80,1264.56,1307.55,0.00,638.51,991.27,320.33,5470.97,3.39,32.56
287,lobby,52,1,1.45,1483.36,1480.45,18.68,609.90,0.00,351.37,5571.32,4.35,33.65
288,lobby,52,2,2.18,1477.36,1503.94,16.82,605.18,0.00,356.25,5580.26,4.39,33.93
289,lobby,52,3,0.95,1474.59,1506.16,18.51,612.69,0.00,353.24,5502.64,4.32,34.14
290,lobby,53,1,19.57,1495.04,540.94,22.09,638.28,0.00,290.86,5786.23,9.29,36.50
291,lobby,53,2,19.81,1522.34,584.29,23.92,644.44,0.00,295.21,5877.75,9.36,37.06
292,lobby,53,3,19.90,1498.53,594.33,22.92,642.56,0.00,291.98,5890.15,9.41,37.49
293,lobby,54,1,20.28,1652.35,636.33,19.63,648.97,0.00,280.65,5892.60,5.43,36.30
294,lobby,54,2,19.47,1703.66,665.40,23.07,609.19,0.00,283.69,5927.33,5.85,36.13
295,lobby,54,3,20.08,1678.95,701.73,32.23,619.63,0.00,281.89,5770.64,6.60,36.01
296,lobby,55,1,22.98,1679.26,733.06,15.08,681.88,0.00,377.40,6785.57,6.20,37.35
297,lobby,55,2,21.52,1631.81,725.65,16.62,640.17,0.00,372.29,6630.36,5.99,36.83
298,lobby,55,3,21.48,1654.24,736.15,16.19,640.72,0.00,375.23,6730.49,6.07,37.03
299,lobby,56,1,23.26,1933.73,1136.91,81.49,855.54,0.00,499.49,6900.30,10.38,42.17
300,lobby,56,2,23.21,1927.71,1126.61,76.07,858.55,0.00,500.92,6919.30,10.07,42.02
301,lobby,56,3,22.25,1950.46,1148.48,83.19,863.20,0.00,505.02,6955.67,10.75,42.34
302,lobby,57,1,18.63,1776.75,846.23,45.91,779.10,0.00,385.78,5907.84,7.54,40.29
303,lobby,57,2,17.56,1800.23,843.42,43.34,776.21,0.00,392.62,5977.55,7.20,40.29
304,lobby,57,3,19.07,1782.68,844.92,46.57,797.97,0.00,383.15,5919.80,7.38,40.54
305,lobby,58,1,14.46,1312.66,330.40,545.48,507.53,0.00,224.80,5042.60,2.16,29.40
306,lobby,58,2,13.94,1319.29,324.33,546.80,535.34,0.00,227.03,5140.34,2.00,29.72
307,lobby,58,3,14.30,1302.19,325.70,545.98,517.45,0.00,229.37,5039.73,2.00,29.67
308,lobby,59,1,15.92,1514.28,461.66,38.34,678.71,0.00,250.21,5454.84,3.95,32.31
309,lobby,59,2,16.33,1527.24,492.73,48.42,697.04,0.00,253.61,5463.32,4.93,32.89
310,lobby,59,3,16.82,1509.32,459.07,43.36,674.39,0.00,244.78,5411.23,4.19,31.79
311,lobby,60,1,21.87,1423.07,434.98,0.00,714.48,0.00,244.28,5342.97,3.69,31.98
312,lobby,60,2,28.75,1426.84,413.78,0.00,758.34,0.00,245.32,5329.39,3.16,31.94
313,lobby,60,3,16.00,1431.82,445.45,0.00,593.96,0.00,248.44,5334.33,3.90,32.34
314,patrick,1,1,0.00,832.22,146.68,0.00,183.50,627.64,345.96,4605.23,1.73,29.17
315,patrick,1,2,0.00,603.36,366.20,0.00,287.32,601.84,336.44,4509.37,2.63,29.82
316,patrick,1,3,0.00,804.22,603.37,0.00,395.18,619.30,337.81,4119.04,3.16,30.65
317,patrick,2,1,0.00,452.45,228.45,0.00,424.44,630.95,237.75,3764.79,0.71,29.52
318,patrick,2,2,0.00,628.92,418.12,0.00,347.21,585.63,235.66,3499.74,1.10,29.00
319,patrick,2,3,0.00,798.62,759.23,0.00,780.04,569.06,236.67,3468.08,1.90,30.78
320,patrick,3,1,0.00,593.24,15.44,0.00,901.35,700.93,412.65,4989.41,1.63,29.67
321,patrick,3,2,0.00,848.15,237.77,0.00,271.75,658.04,442.56,4847.86,2.22,31.42
322,patrick,3,3,0.00,989.32,432.30,0.00,395.93,611.79,432.25,4928.18,2.67,31.67
323,patrick,4,1,0.00,279.17,0.00,0.00,38.25,567.33,349.10,3652.63,0.00,28.00
324,patrick,4,2,0.00,643.47,223.48,0.00,141.04,626.72,353.86,3550.91,0.58,28.86
325,patrick,4,3,0.00,688.68,406.58,0.00,224.47,524.64,348.86,3239.79,1.17,28.99
326,patrick,5,1,0.00,935.63,412.59,0.00,267.31,889.09,367.88,5226.98,2.38,45.13
327,patrick,5,2,0.00,988.73,518.61,0.00,297.09,823.83,335.07,4574.33,2.11,41.15
328,patrick,5,3,0.00,1174.73,739.04,20.44,406.84,818.38,343.02,4418.51,2.67,42.61
329,patrick,6,1,16.47,1029.02,429.17,0.00,574.16,767.24,280.64,5882.13,2.72,29.24
330,patrick,6,2,15.33,1020.32,451.50,0.00,560.92,777.40,284.79,6068.56,2.08,29.50
331,patrick,6,3,17.19,994.69,477.27,0.00,628.75,798.00,281.27,6007.99,1.84,29.34
332,patrick,7,1,14.59,1062.56,514.57,0.00,530.48,897.02,291.36,5932.16,1.99,28.97
333,patrick,7,2,15.09,1073.13,535.18,0.00,550.05,867.87,291.80,6040.34,1.90,29.03
334,patrick,7,3,15.21,1073.68,581.62,0.00,528.82,895.50,292.60,5849.33,2.33,29.23
335,patrick,8,1,9.10,821.51,494.68,0.00,454.20,733.40,216.74,4780.62,0.00,27.95
336,patrick,8,2,27.60,848.23,500.49,0.00,709.59,757.13,215.49,4670.28,0.00,28.01
337,patrick,8,3,9.24,826.68,527.14,0.00,449.89,724.35,215.45,4697.15,0.00,28.14
338,patrick,9,1,9.98,891.16,692.88,0.00,515.09,692.52,279.51,4680.46,0.26,29.03
339,patrick,9,2,9.42,893.69,715.77,0.00,490.18,692.99,287.24,4737.08,0.06,29.72
340,patrick,9,3,10.67,907.37,726.71,0.00,595.88,723.47,289.76,4875.47,0.00,30.32
341,patrick,10,1,46.86,863.49,563.67,2.40,566.74,704.78,269.40,4839.29,0.05,26.52
342,patrick,10,2,10.23,832.68,547.35,0.00,459.66,695.42,273.37,4947.85,0.00,26.51
343,patrick,10,3,10.63,803.39,531.88,0.00,453.46,688.16,267.06,4891.28,0.00,26.01
344,patrick,11,1,15.33,1084.14,743.51,18.67,498.46,926.18,205.13,6335.97,2.63,28.27
345,patrick,11,2,25.95,1158.87,749.68,20.82,751.07,951.13,206.59,6461.84,2.61,28.58
346,patrick,11,3,20.81,1120.69,737.79,22.25,626.55,933.35,203.46,6383.72,2.69,28.08
347,patrick,12,1,82.35,1448.65,870.53,21.00,733.85,1126.62,305.43,6741.53,1.28,34.24
348,patrick,12,2,19.97,1438.24,897.35,24.45,641.54,0.00,307.36,6827.17,1.51,34.52
349,patrick,12,3,18.26,1421.90,885.61,24.14,597.58,0.00,301.76,6650.54,1.62,34.11
350,patrick,13,1,15.77,1245.08,854.36,9.67,626.07,978.83,327.79,6170.95,0.70,34.09
351,patrick,13,2,17.21,1277.03,893.71,18.45,647.44,992.80,336.29,6320.76,1.49,35.04
352,patrick,13,3,17.17,1282.92,908.05,21.00,645.11,994.46,338.11,6350.67,1.67,35.21
353,patrick,14,1,18.71,1732.22,1886.40,94.09,777.93,0.00,365.65,6757.14,5.61,42.45
354,patrick,14,2,18.98,1764.12,1915.24,101.40,778.34,0.00,369.24,6807.61,6.06,43.29
355,patrick,14,3,18.50,1732.47,1901.47,96.33,758.48,0.00,367.88,6778.44,5.70,42.96
356,patrick,15,1,15.21,1183.06,587.02,5.14,505.18,940.76,259.30,5641.61,1.89,28.41
357,patrick,15,2,14.63,1175.76,589.53,1.99,502.63,936.49,259.31,5718.02,1.51,28.72
358,patrick,15,3,14.78,1160.52,587.80,0.00,499.53,928.36,258.61,5663.86,1.38,28.61
359,patrick,16,1,28.90,1795.34,466.24,37.48,627.00,0.00,337.86,7404.82,8.37,29.95
360,patrick,16,2,39.06,1841.20,524.64,43.66,691.40,0.00,339.35,7583.27,7.88,29.63
361,patrick,16,3,28.94,1864.71,588.00,46.77,633.13,0.00,346.58,7528.06,7.97,29.76
362,patrick,17,1,35.93,1911.24,917.86,41.07,795.79,0.00,330.30,8710.40,13.22,34.09
363,patrick,17,2,32.82,1839.88,944.70,24.55,632.32,0.00,328.13,8311.29,8.32,34.94
364,patrick,17,3,26.27,1581.03,1036.70,38.92,538.20,986.42,323.31,6882.75,4.75,34.83
365,patrick,18,1,32.37,1448.57,1410.82,65.92,893.24,0.00,455.87,6765.66,3.92,40.18
366,patrick,18,2,24.27,1437.70,1432.98,69.47,676.30,1071.65,460.81,6626.62,4.66,40.59
367,patrick,18,3,33.68,1449.40,1430.66,62.56,731.52,1076.55,458.89,6721.08,3.83,40.03
368,werner,1,1,18.42,1422.37,1563.85,41.02,709.79,0.00,263.88,5799.71,8.20,31.54
369,werner,1,2,19.66,1481.75,1656.34,46.16,774.68,0.00,277.83,6043.99,8.81,33.07
370,werner,1,3,20.03,1485.20,1677.73,49.36,761.27,0.00,278.16,6021.38,9.28,32.97
371,werner,2,1,16.95,1585.37,1493.79,31.87,691.76,0.00,190.44,5625.69,7.58,30.90
372,werner,2,2,18.61,1604.29,1508.54,42.41,707.80,0.00,189.56,5595.19,8.28,30.85
373,werner,2,3,18.45,1612.06,1528.77,41.35,729.25,0.00,192.36,5657.59,8.12,31.38
374,werner,3,1,13.59,1449.69,1509.08,17.60,562.92,0.00,196.82,4743.41,5.28,32.53
375,werner,3,2,13.15,1439.00,1512.93,21.78,546.83,0.00,195.81,4627.55,5.59,32.52
376,werner,3,3,13.23,1431.76,1508.88,11.00,543.49,0.00,197.14,4736.58,4.66,32.46
377,werner,4,1,12.93,1197.06,1392.49,1.91,494.15,993.36,206.10,4590.64,3.85,28.66
378,werner,4,2,13.84,1196.15,1416.95,6.25,494.25,1002.58,207.04,4620.57,4.23,28.91
379,werner,4,3,13.78,1200.31,1433.31,9.23,508.15,1001.02,207.82,4629.82,4.42,28.88
380,werner,5,1,17.79,1228.92,508.40,0.00,629.40,973.22,234.40,5423.69,4.70,30.54
381,werner,5,2,19.64,1248.39,554.15,0.00,643.34,982.03,235.75,5461.83,5.43,30.75
382,werner,5,3,21.82,1259.71,555.68,0.00,634.91,990.72,237.83,5455.45,5.10,30.83
383,werner,6,1,20.46,1552.79,533.51,0.00,604.81,0.00,223.97,5654.11,6.15,29.17
384,werner,6,2,18.89,1557.12,533.91,0.00,612.56,0.00,222.72,5657.26,6.02,28.93
385,werner,6,3,19.29,1564.63,563.89,0.00,611.75,0.00,227.30,5686.94,6.41,29.59
386,werner,7,1,17.82,1609.37,557.83,0.00,641.14,0.00,249.11,5669.25,6.12,28.45
387,werner,7,2,17.01,1619.42,552.07,0.00,608.20,0.00,248.74,5723.50,5.98,28.67
388,werner,7,3,16.62,1619.00,564.49,0.00,627.93,0.00,253.29,5716.59,6.15,28.90
389,werner,8,1,15.45,1149.45,512.53,0.00,605.45,917.76,271.20,5065.09,3.75,26.56
390,werner,8,2,13.99,1172.62,521.39,0.00,633.76,919.03,271.33,5156.33,3.76,26.81
391,werner,8,3,14.45,1153.87,509.75,0.00,623.27,909.44,271.39,5106.48,3.28,26.72
392,werner,9,1,14.30,1648.04,750.66,31.70,631.14,0.00,226.64,5043.00,5.33,33.69
393,werner,9,2,14.51,1683.07,773.02,39.97,673.42,0.00,230.46,5110.70,5.91,34.09
394,werner,9,3,13.88,1635.98,764.36,38.54,636.00,0.00,227.54,5051.13,5.70,33.64
395,werner,10,1,15.77,1587.42,854.17,25.64,716.89,0.00,299.51,5648.88,6.76,36.65
396,werner,10,2,18.60,1610.76,861.51,28.81,735.59,0.00,299.40,5636.59,7.05,37.03
397,werner,10,3,16.58,1632.10,883.96,30.94,727.88,0.00,303.85,5784.12,7.30,37.54
398,werner,11,1,17.20,1408.00,801.47,9.94,741.53,0.00,307.48,5593.71,7.04,30.70
399,werner,11,2,16.33,1454.45,831.95,13.54,738.11,0.00,317.53,5700.54,7.54,31.80
400,werner,11,3,17.10,1495.24,844.67,14.58,760.30,0.00,319.81,5727.11,7.65,32.24
401,werner,12,1,14.20,1339.48,610.49,0.00,654.98,950.37,193.46,5099.03,4.88,27.69
402,werner,12,2,13.40,1348.10,609.07,0.00,674.46,943.86,192.26,5059.31,4.84,27.90
403,werner,12,3,13.91,1353.70,607.47,0.00,642.49,942.29,192.01,5086.06,4.68,27.77
404,werner,13,1,10.69,1485.18,694.91,0.00,637.18,1121.71,277.21,5213.86,5.21,29.69
405,werner,13,2,8.25,1492.66,779.65,6.20,594.37,1092.16,283.47,5116.29,5.81,29.85
406,werner,13,3,8.17,1433.32,761.84,0.00,582.25,1075.07,272.25,5045.30,4.65,28.57
407,werner,14,1,11.14,1391.78,828.22,6.65,599.17,1063.61,285.02,5477.69,4.78,28.65
408,werner,14,2,10.42,1387.82,855.78,6.49,581.07,1050.43,287.92,5428.60,4.76,28.97
409,werner,14,3,10.71,1397.21,876.83,7.33,614.48,1069.95,293.55,5563.66,4.99,29.35
410,werner,15,1,8.02,1360.70,1073.99,31.92,592.32,1094.24,291.31,5156.70,4.66,32.17
411,werner,15,2,8.38,1281.38,1057.15,29.35,602.11,1054.86,280.95,5019.68,4.45,31.20
412,werner,15,3,10.69,1363.67,1118.21,33.90,623.16,1105.13,293.81,5175.77,4.94,32.46
413,werner,16,1,8.41,1248.29,981.97,5.10,530.72,1019.24,276.47,4800.01,4.57,30.92
414,werner,16,2,8.26,1272.88,970.28,1.94,535.26,1038.89,278.03,4944.85,4.35,30.80
415,werner,16,3,7.91,1252.29,954.72,0.00,526.41,1006.59,276.32,4864.35,4.01,30.34
416,werner,17,1,11.36,1345.37,1203.54,26.82,645.03,1004.64,319.49,5860.11,7.66,33.57
417,werner,17,2,12.77,1354.96,1191.30,15.95,695.93,1025.26,320.89,5995.09,7.21,33.77
418,werner,17,3,18.39,1379.04,1240.49,38.14,806.97,1019.05,322.45,5960.65,8.63,35.12
419,werner,18,1,33.80,1525.12,1614.17,64.09,851.37,0.00,465.38,6473.88,8.24,37.71
420,werner,18,2,13.73,1523.63,1609.21,64.22,804.52,0.00,467.41,6506.51,8.28,37.59
421,werner,18,3,13.52,1511.71,1617.83,61.86,789.98,0.00,467.77,6468.01,8.06,37.70
422,krm,1,1,23.42,1751.29,1919.63,176.28,926.22,0.00,312.00,9273.93,18.62,33.70
423,krm,1,2,23.90,1789.68,1926.40,178.24,949.73,0.00,315.23,9320.47,18.81,34.04
424,krm,1,3,24.53,1783.07,1920.39,174.74,957.36,0.00,313.26,9329.47,18.78,33.93
425,krm,2,1,106.43,1885.32,973.37,44.59,994.17,0.00,361.62,10280.64,10.95,26.40
426,krm,2,2,28.36,1884.19,996.56,47.91,881.17,0.00,371.17,10493.18,11.44,27.25
427,krm,2,3,29.40,1886.56,1020.05,48.98,908.08,0.00,367.78,10544.74,11.42,26.92
428,krm,3,1,42.78,1556.95,861.22,96.43,1238.02,993.43,456.69,8911.88,13.86,30.25
429,krm,3,2,25.57,1495.42,900.84,98.12,879.15,949.94,457.29,8847.94,14.15,30.14
430,krm,3,3,37.54,1529.78,952.48,106.57,1040.39,958.50,458.94,8931.52,14.32,30.19
431,krm,4,1,25.49,1969.10,521.97,15.16,810.99,0.00,322.80,8610.00,15.92,38.28
432,krm,4,2,25.24,1962.35,526.82,14.25,804.84,0.00,319.88,8592.24,14.73,38.29
433,krm,4,3,25.95,1896.07,548.13,20.96,789.58,0.00,314.69,8356.15,14.87,37.81
434,krm,5,1,29.97,2499.34,760.62,107.04,1702.25,0.00,348.60,9281.62,18.58,32.81
435,krm,5,2,28.33,2524.83,756.60,100.02,1651.80,0.00,350.97,9215.63,18.21,32.59
436,krm,5,3,29.62,2508.76,771.22,102.53,1687.90,0.00,351.77,9232.15,18.28,32.44
437,krm,6,1,19.39,1396.91,618.54,10.02,886.88,882.18,269.79,8099.16,12.35,22.70
438,krm,6,2,25.48,1445.21,663.38,21.05,1129.66,904.33,273.16,8163.31,13.39,23.17
439,krm,6,3,23.24,1401.31,653.64,17.19,900.85,901.77,273.11,8148.61,13.02,23.19
440,krm,7,1,22.86,1434.12,595.82,57.73,820.26,0.00,329.22,8246.19,14.63,31.58
441,krm,7,2,22.86,1469.84,598.25,55.36,818.98,0.00,328.30,8394.24,14.35,31.95
442,krm,7,3,23.89,1458.11,612.60,51.14,829.73,0.00,325.45,8309.68,13.80,31.88
443,krm,8,1,26.68,1382.81,994.87,177.80,866.05,0.00,306.80,8720.01,13.75,59.07
444,krm,8,2,24.88,1411.70,968.73,163.96,872.13,1041.77,311.81,8978.37,12.79,59.17
445,krm,8,3,26.40,1426.83,994.45,172.38,882.32,0.00,307.19,9042.13,13.30,59.58
446,krm,9,1,31.79,1431.18,182.56,85.19,885.40,0.00,465.97,8289.23,16.21,52.64
447,krm,9,2,29.71,1489.10,319.82,104.75,888.26,0.00,476.18,8338.98,17.32,53.92
448,krm,9,3,30.19,1514.24,420.32,112.70,931.45,0.00,492.97,8632.93,17.27,54.19
449,krm,10,1,27.82,1354.20,488.11,82.01,784.29,1046.62,450.20,8192.96,13.61,26.19
450,krm,10,2,30.29,1392.82,583.95,99.98,834.81,0.00,461.88,8207.41,14.58,26.75
451,krm,10,3,42.95,1417.41,631.78,113.18,1016.74,0.00,464.10,8215.44,15.62,27.33
452,krm,11,1,28.34,2403.99,459.99,50.04,630.54,0.00,282.21,8812.49,15.22,20.05
453,krm,11,2,28.36,2392.73,436.35,36.25,630.17,0.00,281.81,8789.19,13.85,19.62
454,krm,11,3,28.95,2444.73,475.68,43.20,675.83,0.00,290.36,9039.26,14.66,20.30
455,krm,12,1,31.40,3710.19,657.01,73.35,802.90,0.00,292.22,9103.32,16.16,21.90
456,krm,12,2,29.41,3701.41,682.68,77.80,735.24,0.00,291.53,8973.88,16.74,22.05
457,krm,12,3,70.92,3689.20,690.13,76.92,836.01,0.00,288.90,8992.55,16.19,21.87
458,krm,13,1,30.86,1585.73,968.93,21.14,678.84,1003.97,273.27,9312.52,12.80,26.55
459,krm,13,2,30.08,1572.88,987.30,21.95,680.19,1002.19,274.06,9275.44,12.67,26.38
460,krm,13,3,30.38,1602.72,993.74,23.74,670.57,987.50,274.81,9348.15,12.79,26.67
461,krm,14,1,44.00,1318.07,958.70,47.79,739.76,864.81,382.73,8170.73,12.36,27.56
462,krm,14,2,25.08,1312.07,1012.63,59.91,679.28,846.90,393.30,8074.23,12.86,28.04
463,krm,14,3,24.31,1329.56,992.10,48.92,696.28,859.77,391.27,8193.16,11.90,27.95
464,krm,15,1,34.56,1493.51,1108.93,73.73,1032.25,0.00,454.70,8664.25,21.08,33.43
465,krm,15,2,25.72,1464.80,1116.00,74.60,915.58,0.00,453.01,8660.02,21.42,33.60
466,krm,15,3,24.93,1491.30,1130.47,70.87,911.97,0.00,450.76,8706.82,21.34,33.56
467,krm,16,1,23.96,1749.27,1093.46,90.46,861.06,0.00,400.92,8173.26,16.43,35.60
468,krm,16,2,22.80,1723.29,1098.20,91.33,836.30,0.00,400.54,8064.44,16.59,35.27
469,krm,16,3,23.69,1777.74,1116.80,91.02,874.09,0.00,407.80,8284.03,16.74,35.89
470,c15,1,1,5.00,1855.77,1310.05,0.00,852.54,1408.54,402.38,8067.06,2.31,23.70
471,c15,1,2,0.00,1752.40,1226.18,0.00,741.85,1377.28,387.98,7711.96,0.00,20.59
472,c15,1,3,0.00,1616.76,1397.01,0.00,695.52,1375.83,380.67,7588.07,0.00,21.33
473,c15,2,1,0.00,810.74,1060.05,0.00,483.99,856.02,320.38,6242.95,0.00,16.87
474,c15,2,2,0.00,965.41,683.81,0.00,274.50,1146.78,367.83,6758.18,0.00,20.01
475,c15,2,3,0.00,262.15,691.80,0.00,95.19,782.91,325.34,5833.09,0.00,16.27
476,c15,3,1,0.00,130.06,850.74,0.00,37.55,757.96,346.22,5547.18,0.00,17.64
477,c15,3,2,0.00,398.53,880.65,0.00,164.83,738.71,351.24,5476.41,0.00,17.22
478,c15,3,3,0.00,153.47,904.78,0.00,58.19,725.53,348.65,5528.40,0.00,17.03
479,c15,4,1,0.00,285.81,990.06,0.00,107.48,722.55,376.06,5208.03,0.00,16.63
480,c15,4,2,0.00,154.28,968.88,0.00,97.96,745.21,371.32,5175.93,0.00,16.69
481,c15,4,3,0.00,209.43,1102.19,0.00,71.76,757.04,383.07,5329.82,0.00,16.95
482,c15,5,1,0.00,374.88,1190.68,0.00,218.11,753.77,426.27,5808.74,0.00,18.01
483,c15,5,2,0.00,205.17,1246.33,0.00,140.15,766.66,423.99,5855.31,0.00,18.14
484,c15,5,3,0.00,335.15,1170.80,0.00,190.02,711.16,421.88,5714.39,0.00,17.91
485,c15,6,1,0.00,461.05,1200.30,0.00,196.80,700.02,412.73,5267.09,0.00,16.88
486,c15,6,2,0.00,318.87,1290.65,0.00,141.71,715.22,414.71,5367.10,0.00,17.03
487,c15,6,3,0.00,334.65,1268.78,0.00,101.30,687.06,412.16,5239.36,0.00,16.86
488,c15,7,1,0.00,279.14,1287.31,0.00,137.54,648.70,406.64,5742.02,0.00,17.77
489,c15,7,2,0.00,218.01,1337.84,0.00,80.37,646.66,400.48,5668.79,0.00,17.60
490,c15,7,3,0.00,185.73,1329.48,0.00,96.65,668.87,401.54,5742.82,0.00,17.94
491,c15,8,1,0.00,441.92,1300.35,0.00,183.38,688.69,393.93,5387.48,0.00,17.68
492,c15,8,2,0.00,491.32,1287.46,0.00,206.88,746.97,393.50,5400.89,0.00,17.57
493,c15,8,3,0.00,299.43,1405.56,0.00,127.91,721.47,398.47,5511.94,0.00,17.39
494,c15,9,1,0.00,535.98,1528.52,0.00,389.85,885.71,432.06,6301.83,0.00,19.90
495,c15,9,2,0.00,603.70,1475.20,0.00,430.78,760.65,426.45,6186.64,0.00,19.13
496,c15,9,3,0.00,319.38,1411.40,0.00,87.72,673.63,415.22,5980.91,0.00,18.83
497,c15,10,1,0.00,399.04,1455.36,0.00,128.75,624.67,419.75,5874.88,0.00,18.90
498,c15,10,2,0.00,614.86,1428.22,0.00,288.05,635.91,422.36,5966.56,0.00,19.34
499,c15,10,3,0.00,482.79,1478.75,0.00,224.31,635.82,422.96,6047.16,0.00,19.11
500,c15,11,1,0.00,462.70,1481.94,0.00,172.15,610.99,408.75,5266.94,0.00,18.57
501,c15,11,2,0.00,437.09,1504.57,0.00,145.40,670.57,414.65,5349.98,0.00,18.62
502,c15,11,3,0.00,379.84,1492.30,0.00,78.33,589.42,409.77,5217.15,0.00,18.22
503,c15,12,1,0.00,774.44,1097.92,0.00,785.06,664.74,449.30,7700.04,0.00,18.21
504,c15,12,2,0.00,838.76,1186.31,0.00,890.94,677.65,441.82,7553.48,0.00,18.63
505,c15,12,3,0.00,780.28,1289.28,0.00,739.97,670.50,447.77,7616.91,0.00,18.23
506,c15,13,1,0.00,896.45,1305.54,0.00,686.79,858.41,434.31,7060.02,0.00,18.36
507,c15,13,2,0.00,720.00,1478.87,0.00,673.14,865.33,445.39,7174.83,0.00,17.29
508,c15,13,3,0.00,731.42,1447.94,0.00,611.21,832.30,409.55,6702.85,0.00,16.81
509,c15,14,1,0.00,738.76,1518.76,0.00,769.59,746.11,433.62,7692.05,0.00,17.15
510,c15,14,2,0.00,681.46,1603.11,0.00,693.25,705.32,436.23,7509.48,0.00,17.00
511,c15,14,3,0.00,728.27,1665.07,0.00,682.10,713.27,443.00,7578.21,0.00,17.18
512,c15,15,1,0.00,739.55,1702.39,0.00,660.03,1048.83,421.30,7024.63,0.00,16.31
513,c15,15,2,0.00,717.84,1685.97,0.00,1086.45,898.86,417.99,6843.12,0.00,16.00
514,c15,15,3,0.00,748.69,1848.73,0.00,677.80,761.92,429.55,6903.36,0.00,16.77
515,c15,17,1,0.00,730.26,1926.33,0.00,718.43,712.68,468.01,7872.83,0.00,17.25
516,c15,17,2,0.00,554.34,1833.25,0.00,641.88,673.69,451.10,7522.41,0.00,15.55
517,c15,18,1,0.00,690.77,1735.70,0.00,680.89,849.67,454.92,7419.97,0.00,17.37
518,c15,18,2,0.00,656.30,1940.22,0.00,656.84,738.43,465.00,7546.54,0.00,17.40
519,c15,18,3,0.00,842.37,1878.86,0.00,720.78,745.65,464.72,7483.63,0.00,17.95
520,c15,19,1,0.00,641.80,1931.55,0.00,712.62,720.96,451.63,7368.12,0.00,16.72
521,c15,19,2,0.00,615.66,2032.46,0.00,709.09,798.48,459.09,7522.43,0.00,16.71
522,c15,19,3,0.00,633.65,2036.51,0.00,693.93,740.70,463.16,7465.46,0.00,16.57
523,c15,20,1,0.00,865.60,1803.83,0.00,635.54,858.55,405.21,7647.43,0.00,15.78
524,c15,20,2,0.00,863.41,1812.82,0.00,624.95,827.40,399.37,7442.04,0.00,15.91
525,c15,20,3,0.00,724.04,1926.71,0.00,637.20,864.48,400.39,7707.37,0.00,14.75
526,c15,21,1,0.00,544.19,1936.07,0.00,592.18,1022.66,405.68,6873.70,0.00,14.28
527,c15,21,2,0.00,615.64,2035.46,0.00,677.14,793.25,420.35,7268.32,0.00,15.52
528,c15,21,3,0.00,739.58,1864.84,0.00,1259.26,815.04,398.79,6857.03,0.00,14.83
529,c15,22,1,0.00,1216.89,1895.58,0.00,1297.02,1242.48,392.31,7994.97,0.00,15.79
530,c15,22,2,0.00,1132.41,1840.49,0.00,636.22,1105.02,382.50,7720.48,0.00,14.21
531,c15,22,3,0.00,993.17,1887.96,0.00,630.41,1212.72,390.03,7837.33,0.00,15.33
532,c15,23,1,0.00,1338.14,1910.60,0.00,647.06,1266.24,400.75,8084.46,0.00,14.57
533,c15,23,2,0.00,1291.08,1984.46,0.00,602.39,1244.07,398.10,7883.07,0.00,13.81
534,c15,23,3,0.00,1309.42,1885.28,0.00,598.23,1203.89,392.79,7750.03,0.00,13.98
